"id","name","description","manufacturer","price"
"b0001wn16m","microsoft office student and teacher edition 2004 macintosh","graduate to microsoft office 2004 for mac student and teacher edition and let your intellect shine. groundbreaking new features in this release can help you manage create and share ideas with ease and confidence. for qualified educational users running mac os x version 10.2.8 or later this is a must-have application suite that offers full compatibility with windows versions of microsoft office applications plus many new features that are only available to mac users. when you're ready to get down to business microsoft office 2004 for mac provides the intuitive intelligent tools you need to transform your ideas and opportunities into action. put office 2004 to work for you whether you use your mac for home school or business. the new project center. a handy toolbox. work with tools that work like you the new features in microsoft office 2004 for mac aren't constrained by boundaries--in fact many of them are designed to give you access to your ideas and information from every program in the suite. thanks to input from thousands of mac users office 2004 contains tools that are more integrated and intuitive than ever. the new project center allows you to consolidate all of your project-related details and easily access them from word excel entourage and powerpoint 2004. quickly view all of your project-related e-mail messages files notes contacts and schedules in one convenient place. plus the new project gallery lets you quickly find the documents you've worked on recently while offering the new learn tab to find instructive sample documents. meanwhile the new compatibility report tool helps you resolve platform- and version-related compatibility issues before they arise. the tool identifies potential compatibility issues and offers ways to avoid them. lastly the office toolbox lets you quickly access compatibility reports your scrapbook and the project palette from word excel or powerpoint 2004. notebook layout view. improved track changes functionality. word 2004 express your ideas with more brilliance and clarity using the innovative new tools in microsoft word 2004 for mac. the gold standard in word processing works harder than ever for you with improved reference tools dynamic reviewing capabilities and enhanced views for organizing your thoughts. the new notebook layout view allows you to type right onto ruled notebook paper. manage different sections with tabs and quickly search for key ideas using this new view. plus with the improved track changes system in word 2004 you can view changes in comment balloons next to your text quickly identify the reviewer with color-coded comments and initiate instant message conversations about comments with msn messenger for mac. access a dictionary a thesaurus and a link to the microsoft encarta online encyclopedia right from the office toolbox or quickly scan and navigate through your document with the improved document map and thumbnail view. new page layout view. major charting improvements. excel 2004 organize analyze and present your data with precision and panache. the new tools in microsoft excel 2004 for mac give you more control over your spreadsheets and the enhanced charting tools give you more dynamic ways to display your information. the new page layout view lets you review and manipulate on screen what will appear on paper. now you can easily scale your data to fit the right number of pages and insert headers and footers by simply double-clicking in the document. meanwhile punch up your numbers with vibrant new color schemes. use the formatting palette to quickly update your chart type options data colors weights fills and special effects. smart buttons let you instantly track down and fix spreadsheet formula errors control how the autofill feature applies formatting to your data and more. and editing and functioning improvements mean that you can view the correct syntax for more than 140 functions to ensure that calculations work every time. you can also now simply click and drag to change ranges with the updated range finder. lastly xml file support is integrated in excel 2004 so you can share complex data with ease. handy new presenter tools. cool animations and transitions. powerpoint 2004 incorporate rich movies animations and transitions into your presentations with microsoft powerpoint 2004 for mac. keep the show running like a pro with features such as the on-screen timer notes navigation and more. new presenter tools help you keep your presentation well timed and make adjustments on the fly as you respond to your audience with the tools in the presenter's view window. you can also experiment with new 3d transitions and vivid custom animations to make your presentations richer and more dynamic. choose from more that 100 new design templates and quickly set font spacing size and transparency with the new format font dialog box. plus the expanded clip gallery helps you get creative with updated illustrations and new clip art. efficient new three-column view. robust management of accounts and contacts. entourage 2004 if your day revolves around connections and ideas use microsoft entourage 2004 for mac to pull it all together. consolidate your e-mail contacts calendar notes and project details in one easy-to-access place. the new three column view option lets you blaze through your inbox with new features such as the preview pane message threading and improved junk e-mail protection. with new message grouping you can easily group view and search for messages based on project sender date or other criteria. calendar printing has been improved too and now you can experience more flexibility and control over calendar formatting and printing options. meanwhile managing accounts and contacts has never been easier: access messages and contacts from multiple e-mail accounts and take advantage of integration with msn messenger for mac version 4.0. and now for the first time ever entourage features exchange server support so you can easily integrate macs with an exchange email system. another great feature archiving allows you to export personal information manager (pim) data--such as e-mail messages contacts or schedules--into an entourage archive package to keep your pim database clean and secure. eligibility to license office 2004 for mac student and teacher edition you must be a qualified educational user or the parent or guardian of a qualified educational user who is a minor. qualified educational users include full- or part-time students home schooled students and full- or part-time faculty or staff of an accredited educational institution.","microsoft","149.99"
"b000h16p9m","quicken 2007 basic","quicken basic 2007 lets you track all your financial information and make the right spending decisions. you'll have all you need to know about your financial status right at your fingertips and make informed choices in minutes. quicken basic works just like your checkbook so it's easy to get started. you'll be able to see your complete financial picture in minutes!","intuit","29.95"
"b000hlp5yi","hoyle: classic collection 2006","like a virtual casino on your pc / software includes card games roulette and other games of chance - or is it skill?","encore","19.99"
"b00076ywii","learn to play chess with fritz & chesster 2 (mac)","learn to play chess with fritz & chesster lets you be king for a day in a world where chess rules! when the king and queen go on vacation young fritz is left in charge of the castle. as he explores his surroundings he'll learn all about chess from the basics to advanced strategies -- and so will you!","viva media","29.99"
"b000hlt4tu","adobe photoshop elements 5.0 premiere elements 3.0 bundle","adobe photoshop elements 5.0 plus adobe premiere elements 3.0 software combines two powerful yet easy-to-use products to deliver the most complete photo- and video-editing solution. jazz up photo slide shows with video effects and transitions and use freeze frames to add a dramatic pause to your video or to make professional-looking printed dvd covers and labels. now telling your stories with photos and videos is easier than ever before. convert any color photo into a rich black-and-white photos by selecting from an array of variation samples. view larger. choose from many styles of templates and frames to form a photo collage. view larger. easily organize your photos and video clips with visual tagging options that let you categorize by people places or events. view larger. wow your audience with hundreds of eye-catching video effects and transitions that are easy to apply with drag-and-drop simplicity. move video footage from camera to dvd in two simple steps or drop it into the sceneline where you can easily rearrange clips and add effects with drag-and-drop simplicity. for more control use the timeline view which offers more editing options. view larger. edit and preview your movie in one convenient place& 151;the monitor window& 151;where you can split and trim clips add effects and more. view larger. combine photos and videos in entertaining new ways using photoshop elements and premiere elements together gives you more creative control. you can create a photo slide show then add video-style effects transitions and titles. then burn the slide show to dvd to share with family and friends. add a dramatic effect to your video by capturing a single video frame then use photoshop elements to add text graphics and other enhancements. then insert it back into your video for a dramatic freeze-frame effect. make high-quality dvd covers: grab a video frame and edit it like a photo to create a personalized printed dvd cover or label. mix up your videos and create visual depth by including scanned vintage photos and digital stills in your movies. perfect your photos and express your creativity photoshop elements is designed to be easy to use; you can fix photos in a snap with intelligent features that automatically correct skin tone lighting color and contrast. even see red eye removed automatically as you download photos. more experienced users can take advantage of photoshop elements' advanced tools. these tools let you make adjustments to color lighting exposure brightness and contrast. the new adjust color curves controls make it even easier to fine-tune color brightness and contrast. other advanced innovations include the healing brush for removing wrinkles and unwanted objects the spot healing brush for getting rid of dust and scratches in old photos and shadow/highlight for lightening shadows and reducing the glare of highlights. give your color originals a dramatic elegant look by turning them into rich black-and-white photos by selecting from an array of variation samples. easily correct camera lens distortion at photo edges and keystone effects that exaggerate perspective. get crisper-looking photos by sharpening blurred edges even remove blurring caused by low-light conditions. photoshop elements' creativity tools let you present your photos in creative entertaining ways. use flexible layout options as a starting point for your creations: choose a blank slate basic frameworks or professionally designed themes. create memorable keepsakes in so many ways: create custom slide shows cards album pages cd and dvd covers scrapbook layouts photo books prints flipbooks and much more. take advantage of flash technology to share your photos in interactive web galleries and animate your photos with a choice of themes such as a spinning carousel to provide an interactive viewing experience. set off your photos with more than 100 included frames from traditional to elegant to avant-garde. enjoy integrated access to online services such as sharing photos and photo creations on the web and ordering prints and hardbound photo books--all from within photoshop elements. easily upload your photos to ceiva digital receivers that automatically receive and display new photos daily. turn your photos into real u.s. postage at photostamps.com (u.s. only). photoshop elements 5.0 also adds the map view so you can find photos by the locations where they were taken. simply drag photos to any location in the new map view which is tied to online satellite views. even upload your map view to the web for easy sharing with friends and family. in addition to the powerful image-editing tools elements 5.0 includes great tools for downloading organization and archiving your photos. easily create impressive home videos and dvds premiere elements makes it easy to import video audio and still images from virtually any media device including dv and dvd camcorders hdv devices web digital still and mobile phone cameras unprotected dvds mpeg-4 video recorders windows media center and video clips from selected mobile phones. there is also native hdv support so you can achieve richer results by capturing and editing hdv footage in its native format. premiere elements gives you control of your video footage whether you want to burn it right to a dvd or spend time editing and adding creative elements. if you want to simply create dvds you can go from camcorder to disc in just a few clicks. or take advantage of the powerful video-editing tools that allow you to transform and personalize your video creation. for quick editing the sceneline view lets you assemble your video by drag and drop rearranging thumbnails of your clips and adding transitions and effects. for more precise control the timeline view offers premier elements' most advanced features. do all your editing in one convenient place: easily trim and split clips drag and drop effects and transitions add text and narration and more right in the monitor window. you can even create your own time-lapse movies claymations and other still-frame animations with the stop-motion video capture features. rock-solid performance and quality are included in all of adobe's premier software. for example you can view edits in real time as you make them by previewing your movie full-screen with just the click of a button. you can also feel free to experiment: with auto save multiple undos and the history panel you can always go back to a previous version. the soundtrack for your video can be rich and full with the quality of dolby digital stereo. and since video editing can take up a lot of processor speed and memory premier is optimized to support multiple processors and advanced multi-threading and hyper-threading technology on the latest pentium and centrino duo-based windows xp systems. if you want to make your video more dynamic you can add moving text and graphics. adding tv-style effects is simple& 151;just drag and drop one of the hundreds of amazing special effects you can customize and reuse. also choose from hundreds of eye-catching transitions to creatively move from one scene to the next. to apply a transition just drag and drop to apply effects such as dissolves fades and wipes. or you can create your own transition style. since videos are made to be seen premier elements includes powerful tools for outputting your movie. while creating a professional-quality dvd you can design unique dvd menus using your own video photos audio and text. or save time with automatic scene indexes or chapters that link to your video clips. create and watch your video in traditional tv (4:3.0) or widescreen (16:9) format in ntsc or pal standard for a worldwide audience. give your audience high-quality sound by automatically converting audio to industry-standard dolby digital stereo allowing you to burn more video onto a single disc without sacrificing sound quality. before you burn make sure your movie is just as you envisioned it by watching a full-screen preview on your computer or tv. then burn your finished movie to a single- or dual-layer dvd. for sharing on portable devices export a movie in the mpeg-4 format. mpeg-4 files can then be viewed on virtually any portable device& 151;including the video ipod and sony playstation portable.","adobe","149.99"
"b000jx3mx0","spycatcher 2007for pc","","avanquest","19.99"
"b000hcz8gc","microsoft visio standard 2007","microsoft office visio standard 2007 makes it easy for it and business professionals to visualize explore and communicate complex information. this software transforms complicated text and tables that are hard to understand to visio diagrams that communicate information at a glance. instead of static pictures you can create data-connected visio diagrams that display data are easy to refresh and dramatically increase your productivity. use the wide variety of available diagrams to understand act on and share information about organizational systems resources and processes throughout your enterprise. put simply visio diagrams maximize the impact of important business information in ways words and numbers alone never could. using office visio 2007 create professional-looking diagrams that communicate a wealth of information you can share with a broad audience. view larger. two stand-alone editions visio 2007 is available in two stand-alone editions: office visio professional and office visio standard. visio standard 2007 has the same basic functionality as visio professional 2007 and includes a subset of its features and templates. visio professional 2007 offers advanced functionality such as data connectivity and visualization features that visio standard 2007 does not. quickly find and use new templates visio 2007 includes specific tools to support the diverse diagramming needs of it and business professionals and lets you create a broader range of diagrams with new templates such as the itil (information technology infrastructure library) template and the value stream mapping template. use the predefined microsoft smartshapes symbols and powerful search capabilities to locate the right shape whether it is saved on a computer or on the web. you can also save time by quickly accessing templates you use often. in the new getting started window find the template you need by browsing simplified template categories and using large template previews. locate the templates you used recently by using the new recent templates view in the getting started window. use the wide range of diagram types in office visio 2007 to better understand complex processes resources and systems. view larger. get inspired by sample diagrams if you're not sure how to best display your important data visio 2007 can help by making it easy to find new sample diagrams. simply open the new getting started window and use the new samples category. view sample diagrams that are integrated with data to get ideas for creating your own diagrams to realize how data provides more context for many diagram types and to determine which template you want to use. display data attractively in diagrams the data graphics feature lets you display data attractively in diagrams and you can choose from a number of data formatting options. with a single click display data fields as callouts next to a shape position fields in boxes below a shape and place fields of data directly on top or to the side of a shape. you also have the option of easily refreshing data in diagrams thanks to the new refresh data feature. if data conflicts arise easily resolve them by using the refresh conflicts task pane. using office visio professional 2007 visually explore data by using diagrams to identify issues and exceptions. view larger. connect shapes without drawing connectors you don't have to be a professional graphic designer to build interesting diagrams--visio 2007 gives you the tools to connect shapes without drawing connectors. the new autoconnect functionality connects shapes distributes them evenly and aligns them for you--all with only one click. in fact when you move the connected shapes they stay connected and the connectors automatically reroute between the shapes. identify trends and issues one of the benefits of creating diagrams is that you can more readily identify trends and issues and then act on them. first you might choose to make your diagrams even smarter by linking them to data to provide a more complete picture of a process project or system. then it's a snap to visually explore information to identify key trends issues and exceptions and then act on them. finally you can analyze drill down into and create multiple views of business data to gain insight into it. thanks to all these options visio standard 2007 gives you the power to revolutionize the way you present information to colleagues and clients which can positively affect productivity and your bottom line.","microsoft","259.95"
"b000ndid26","adobe dreamweaver cs3 [mac]","design develop and maintain websites and web applications--from start to finish--with adobe dreamweaver cs3 software. built for designers and developers dreamweaver cs3 offers both a visual layout interface and a streamlined coding environment. intelligent integration with related adobe software ensures an efficient workflow across your favorite tools. dreamweaver cs3 offers both a visual layout interface and a streamlined coding environment. the spry framework for ajax lets you add user interface components such as the expandable areas seen in the event information (open) and event directions (closed) regions here. create rich web content a higher standard in web design and development is emerging powered by dreamweaver cs3. create rich dynamic interfaces that tightly weave static structures together with responsive interactivity. use the new spry framework for ajax to develop energetic web experiences that will leave your competition standing still. in other words think deep dream big and then execute flawlessly with the most exciting web design and development tool we've ever devised. maximize efficiency accelerate your workflow with dreamweaver cs3 a faster smoother version of the preferred web design and development tool. drop in flv files add images from adobe photoshop and test your content for mobile devices. create visually or code directly work on your choice of macintosh or windows and enjoy the benefits of intelligent integration with other adobe tools. apply best practices dreamweaver cs3 makes it easy to apply best practices and accepted standards to ensure your websites and applications play well with others. build css-based websites from the ground up with new css layouts the unified css panel and css visualization and management tools. ensure more reliable and consistent performance with the new browser compatibility check. instantly preview your content for pcs mobile devices and print and find fast solutions to browser-specific css issues with the new css advisor website. audience benefit web designers--discover an exceptional web design workflow with adobe dreamweaver cs3 software. design and maintain websites from start to finish with your choice of either a powerful visual design interface or an efficient coding environment. streamline design with helpful css features; preview your pages for pcs mobile devices and print; and easily test pages for browser compatibility. enjoy tight integration with adobe photoshop cs3 flash cs3 professional fireworks cs3 and other adobe tools. web developers--develop more reliable consistent web applications based on universally accepted development standards with adobe dreamweaver cs3. take advantage of support for leading web development technologies including php adobe coldfusion and ajax for both internal and external projects. ensure consistency with helpful css features and automated cross-browser compatibility testing. comments embedded in the code offer tips about how to work with css. top reasons to buy adobe dreamweaver cs3 industry-leading tool take advantage of all the flexibility and power of a world-class web design tool. manipulate pixel-perfect designs in design view craft complex code in code view or do a little of each. work the way you work best. integrated workflows design develop and maintain content within dreamweaver cs3 while taking advantage of intelligent integration with other adobe tools including adobe flash cs3 professional adobe fireworks cs3 adobe photoshop cs3 adobe contribute cs3 and new adobe device central cs3 for creating mobile device content. complete css support discover the advantage of visual css tools that make it easy to view edit and move styles within and between files as well as see how your changes will affect the design. accelerate your workflow with new css layouts and test your design with the new browser compatibility check. integrated coding environment organize and accelerate your coding with code collapse color coding line numbering and a coding toolbar with comment/uncomment and code snippets. apply code hints for html and server languages. support for leading technologies take advantage of support for leading web development technologies including html xhtml css xml javascript ajax php adobe coldfusion asp asp.net and jsp. effortless xml quickly integrate xml content using either xsl or the spry framework for ajax. point to an xml file or xml feed url and dreamweaver cs3 will display its contents enabling you to drag and drop appropriate fields onto your page. adobe flash video support easily add flash video to your web pages in just five clicks with no knowledge of flash required. customize the video environment to match your website. learning resources learn as you go with comprehensive in-product tutorials reference content and instructional templates that make it easy to expand your skill set and adopt the latest technologies. extended dreamweaver community enjoy all the benefits of the extensive dreamweaver community including the online adobe design center and adobe developer center training and seminars developer certification programs user forums and more than 1 000 downloadable extensions available in the dreamweaver exchange. cross-platform support pick your platform: dreamweaver cs3 is available for intel or powerpc based macintosh computers as well as for windows xp and windows vista systems. design in your preferred platform and then deliver across platforms with more reliable consistent and high-performance results. additional features browser compatibility check save time and ensure a more consistent experience across browsers and operating systems with the new browser compatibility check. generate reports that identify css-related issues in a variety of browsers without needing to launch the browsers. css management easily move css code from inline to head from head to external sheet from document to document or between external sheets. cleaning up existing css in older pages has never been easier. css layouts easily incorporate css into your project with the new css layouts. extensive comments in each template explain the layout so beginning and intermediate designers can learn quickly. each template can be customized for your project. spry data integrate data into web pages using xml from an rss feed or a database. integrated data can be easily sorted and filtered. spry widgets easily add common interface components such as lists tables tabs form validation and repeatable regions to web pages with widgets from the spry framework for ajax. spry effects easily add visual transitions to page elements to make them grow shrink fade highlight and more with the spry effects for ajax.","adobe","399"
"b000o39u3g","adventure workshop 1st-3rd grade 8th edition","","encore","19.99"
"b000e8jl7q","adobe after effects 7.0 professional (mac)","adobe after effects 7.0 mac pb sofware sets new standards for motion graphics and visual effects.","adobe","999"
"b0009suw5q","resumemaker professional 12.0","resume maker pro deluxe 12 makes it easy to write a better resume and get a better job with this digital career opportunity. it's designed for both novices and professionals to create the perfect cover letter bio and resume text. it can even add audio and video to your digital copy for a more advanced and eye-catching final product. make sure you get noticed with this amazing new resume tool!","individual software","29.99"
"b00083czbg","backyard sports - backyard basketball and backyard football","create your own team by picking players from the backyard kids and kid versions of real professional players. direct all the action call the plays and track your stats. play in single games or compete for a whole season's worth of fun. it's easy to learn and great to play! features: choose single games season play or visit the hall of fame choose from real nfl and nba team uniforms and logos choose the type of field and weather conditions for your football game real basketball action with easy-to-use controls action-packed sports games with kid versions of real-life pros pick plays or create your own--the strategy is up to you two 32-page activity books with fun sports puzzles","humongous entertainment","19.99"
"b0001wn16m","microsoft office student and teacher edition 2004 macintosh","graduate to microsoft office 2004 for mac student and teacher edition and let your intellect shine. groundbreaking new features in this release can help you manage create and share ideas with ease and confidence. for qualified educational users running mac os x version 10.2.8 or later this is a must-have application suite that offers full compatibility with windows versions of microsoft office applications plus many new features that are only available to mac users. when you're ready to get down to business microsoft office 2004 for mac provides the intuitive intelligent tools you need to transform your ideas and opportunities into action. put office 2004 to work for you whether you use your mac for home school or business. the new project center. a handy toolbox. work with tools that work like you the new features in microsoft office 2004 for mac aren't constrained by boundaries--in fact many of them are designed to give you access to your ideas and information from every program in the suite. thanks to input from thousands of mac users office 2004 contains tools that are more integrated and intuitive than ever. the new project center allows you to consolidate all of your project-related details and easily access them from word excel entourage and powerpoint 2004. quickly view all of your project-related e-mail messages files notes contacts and schedules in one convenient place. plus the new project gallery lets you quickly find the documents you've worked on recently while offering the new learn tab to find instructive sample documents. meanwhile the new compatibility report tool helps you resolve platform- and version-related compatibility issues before they arise. the tool identifies potential compatibility issues and offers ways to avoid them. lastly the office toolbox lets you quickly access compatibility reports your scrapbook and the project palette from word excel or powerpoint 2004. notebook layout view. improved track changes functionality. word 2004 express your ideas with more brilliance and clarity using the innovative new tools in microsoft word 2004 for mac. the gold standard in word processing works harder than ever for you with improved reference tools dynamic reviewing capabilities and enhanced views for organizing your thoughts. the new notebook layout view allows you to type right onto ruled notebook paper. manage different sections with tabs and quickly search for key ideas using this new view. plus with the improved track changes system in word 2004 you can view changes in comment balloons next to your text quickly identify the reviewer with color-coded comments and initiate instant message conversations about comments with msn messenger for mac. access a dictionary a thesaurus and a link to the microsoft encarta online encyclopedia right from the office toolbox or quickly scan and navigate through your document with the improved document map and thumbnail view. new page layout view. major charting improvements. excel 2004 organize analyze and present your data with precision and panache. the new tools in microsoft excel 2004 for mac give you more control over your spreadsheets and the enhanced charting tools give you more dynamic ways to display your information. the new page layout view lets you review and manipulate on screen what will appear on paper. now you can easily scale your data to fit the right number of pages and insert headers and footers by simply double-clicking in the document. meanwhile punch up your numbers with vibrant new color schemes. use the formatting palette to quickly update your chart type options data colors weights fills and special effects. smart buttons let you instantly track down and fix spreadsheet formula errors control how the autofill feature applies formatting to your data and more. and editing and functioning improvements mean that you can view the correct syntax for more than 140 functions to ensure that calculations work every time. you can also now simply click and drag to change ranges with the updated range finder. lastly xml file support is integrated in excel 2004 so you can share complex data with ease. handy new presenter tools. cool animations and transitions. powerpoint 2004 incorporate rich movies animations and transitions into your presentations with microsoft powerpoint 2004 for mac. keep the show running like a pro with features such as the on-screen timer notes navigation and more. new presenter tools help you keep your presentation well timed and make adjustments on the fly as you respond to your audience with the tools in the presenter's view window. you can also experiment with new 3d transitions and vivid custom animations to make your presentations richer and more dynamic. choose from more that 100 new design templates and quickly set font spacing size and transparency with the new format font dialog box. plus the expanded clip gallery helps you get creative with updated illustrations and new clip art. efficient new three-column view. robust management of accounts and contacts. entourage 2004 if your day revolves around connections and ideas use microsoft entourage 2004 for mac to pull it all together. consolidate your e-mail contacts calendar notes and project details in one easy-to-access place. the new three column view option lets you blaze through your inbox with new features such as the preview pane message threading and improved junk e-mail protection. with new message grouping you can easily group view and search for messages based on project sender date or other criteria. calendar printing has been improved too and now you can experience more flexibility and control over calendar formatting and printing options. meanwhile managing accounts and contacts has never been easier: access messages and contacts from multiple e-mail accounts and take advantage of integration with msn messenger for mac version 4.0. and now for the first time ever entourage features exchange server support so you can easily integrate macs with an exchange email system. another great feature archiving allows you to export personal information manager (pim) data--such as e-mail messages contacts or schedules--into an entourage archive package to keep your pim database clean and secure. eligibility to license office 2004 for mac student and teacher edition you must be a qualified educational user or the parent or guardian of a qualified educational user who is a minor. qualified educational users include full- or part-time students home schooled students and full- or part-time faculty or staff of an accredited educational institution.","microsoft","149.99"
"b0000yebre","simple slide show","in simple slideshow you have everything you need to turn existing photographs in fantastic slideshow presentations!","topics entertainment","19.99"
"b000bs5ibm","totally spies: total swamp romp (pc & mac)","in totally spies you'll control the girls of woohp: the world organization of human protection. just like in the cartoons you'll lead these beverly hills girls on a mission to stop a global crisis. infiltrate chemical sites pursue criminals on a snow bike save hostages and protect celebrities -- all without breaking a nail.","brighter minds media inc.","19.99"
"b0009hj5ve","webroot desktop firewall","webroot desktop firewall blocks unwanted incoming traffic to your pc alerts you to outgoing data and chooses which programs can access the internet. don't be easy prey for hackers -- block unauthorized incoming or outgoing traffic make your pc invisible online and log denied access attempts for later review. it's your essential online security component for pc safety.","webroot software","29.99"
"b000h14rqk","quicken 2007 premier","quicken premier 2007 contains everything in quicken basic and deluxe -- plus tools to monitor your net worth optimize your investments and save on taxes. get the help you need to invest plan and prosper in minutes. track your accounts and investments (stocks bonds mutual funds iras and more) all in one place. download credit card banking and brokerage transactions - quicken works with over 3 500 financial institutions. compare your investment performance to the market indexes and get alerts on tax-saving opportunities to improve after-tax returns. plus you'll explore more tax-efficient investments; and make tax time easier with schedule a b and d tax reports. maximize earnings and minimize tax impact to prepare for college tuition a new home retirement and more","intuit","79.95"
"b0000cdvuh","learn to play keyboard (jewel case)","with learn to play keyboard you can avoid shelling out for expensive music lessons. it's a great interactive tecahing approach for people of all ages! customizable ear-training program helps you learn to play any song after listening to it interactive song player lets you change tempos adjust audio levels and record your performance includes 336-page essential dictionary of music","alfred publishing","9.99"
"b000fc4du6","upgrade acid pro 6 boxed","sony acid pro 6 delivers a better music creation and production application. enjoy a re-engineered multitrack recording and midi sequencing environment with major enhancements to midi capabilities. it's much more than just a loop tool and production application -- acid pro 6 is a full-featured digital audio workstation with all the music creation technologies and 24-bit/192khz audio support you need. drum map editing makes creating custom drum map templates & working in the drum grid even easier hands-on mixing using external hardware control surfaces new multitrack workflow monitors audio signals with real-time track effect dsp during recording sessions midi track envelopes for controllers keyframes for patch changes and sysex messages midi quantize and velocity filters freehand envelope drawing on the timeline dual/multi-core processor support gracenote cd album identification film-style panning mode for 5.1 surround projects","sony pictures digital entertainment","305.18"
"b000cszg2m","gen-x media made easy vol. 3","media made easy vol. 3 is your front-row ticket to enjoying the best of today's entertainment! powerful and easy to use it contains 8 full programs from some of the biggest names in entertainment software: roxio pinnacle steinberg & more. create record edit remix capture and restore -- media made easy vol. 3 does it all.","gen-x","49.95"
"b00029rapc","calculation skills v1 add & sub - basic - core learning","this four volume series builds fundamental calculation competence with four core arithmetic operations. two volumes provide calculation practice with addition and subtraction at a basic and advanced level; the other two volumes provide calculation practice with multiplication and division at a basic and advanced level. volume 1 features helpful calculation information: how to add addition table how to subtract subtraction table take away from 10 or 9 table money and decimals change from $1.00 table the program provides three timed drills basic addition drill basic subtraction drill making change from $1.00 drillsystem requirements: windows 98/me/2000/xp pentium ii 400 mhz + 96 mb ram + 25 mb hard disk space cd-rom drive vga display 16-bit color with 800x600 resolutionformat: win 98 me 2000 xp","sos aggregation company","0"
"b000btac30","enteractive fps creator ( windows )","with fps creator you can create your own shooter game with pixel-perfect precision. create your game instantly with the intuitive 3d editor -- drag and drop walls lights doors enemies ammo weapons and more. when you've got things placed where you want them you can drop in weapons enemies objectives trigger zones customise the loading screens create your own ai scripts and everything else that makes a great shooter game. once you're done you can play your game with a click!","enteractive inc.","0"
"b000bckm46","corefx three level","corefx is suitable for beginners to advanced users of both computers and art and design. right from the opening page users will find the instructions and suggestions intuitive and very easy to use. corefx supplies a comprehensive set of artists tools which can be applied directly onto the page. charcoal felt tips coloring pencils and many more can be used individually or mixed and blended to create a limitless number of effects. it is this blending of colors which is unique and quite frankly dazzling! corefx allows you to work with images from a wide variety of sources. use digital photographs image scans web graphics and many other sources as your starting point. any images you produce in corefx can easily be saved for use on the web (including animations) and other software programs.","core learning","59.95"
