"idDBLP","idACM"
"conf/sigmod/ZhouWGGZWXYF03",872860
"conf/sigmod/ZhangDWEMPMDR03",872861
"conf/sigmod/PaparizosACJLNPSWWY03",872862
"conf/sigmod/BohannonDGKLNS03",872863
"conf/sigmod/ZhuSZ03",872866
"conf/sigmod/SengarH03",872867
"conf/sigmod/KornMZ03",872868
"conf/sigmod/KoudasS03",872871
"conf/sigmod/GraySSU03",872873
"conf/sigmod/Chamberlin03",872877
"conf/sigmod/BunemanKTT02",564693
"conf/sigmod/RiedewaldAA02",564694
"conf/sigmod/KalnisNOPT02",564695
"conf/sigmod/MaddenSHR02",564698
"conf/sigmod/OlstonW02",564701
"conf/sigmod/ZadorozhnyRVUB02",564702
"conf/sigmod/Grust02",564705
"conf/sigmod/ChungMS02",564706
"conf/sigmod/KaushikBNK02",564707
"conf/sigmod/HacigumusILM02",564717
"conf/sigmod/LuoEHN02",564721
"conf/sigmod/BrunoC02",564722
"conf/sigmod/Ramanan02",564726
"conf/sigmod/VriesMNK02",564729
"conf/sigmod/GaoW02",564734
"conf/sigmod/MoonWH02",564735
"conf/sigmod/WangWYY02",564737
"conf/sigmod/ProcopiucJAM02",564739
"conf/sigmod/ThaperGIK02",564741
"conf/sigmod/Aggarwal02",564743
"conf/sigmod/SismanisDRK02",564745
"conf/sigmod/ChaudhuriGN02",564747
"conf/sigmod/BhattacharyaMBNHS02",564749
"conf/sigmod/DogacTPPLKTK02",564750
"conf/sigmod/BumbulisB02",564753
"conf/sigmod/Weininger02",564754
"conf/sigmod/RaoZML02",564757
"conf/sigmod/AltinelLKMPLWB02",564765
"conf/sigmod/KarbhariRXD02",564773
"conf/sigmod/WangTYGWP02",564774
"conf/sigmod/FungSG02",564775
"conf/sigmod/MaddenH02",564776
"conf/sigmod/CranorGJSS02",564777
"conf/sigmod/HanWDPW02",564781
"conf/sigmod/AgrawalCD02",564782
"conf/sigmod/PhanN02",564783
"conf/sigmod/HinneburgKW02",564784
"conf/sigmod/HellersteinW02",564788
"conf/sigmod/Bonnet02",564790
"conf/sigmod/ShashaB02a",564798
"conf/sigmod/ShashaB02",564799
"conf/sigmod/ViglasN02",564697
"conf/sigmod/DobraGGR02",564699
"conf/sigmod/DattaDTVSR02",564703
"conf/sigmod/ZhouR02",564709
"conf/sigmod/ChenGMV02",564710
"conf/sigmod/LiGS02",564711
"conf/sigmod/FreireHRRS02",564713
"conf/sigmod/PapakonstantinouPV02",564714
"conf/sigmod/TatarinovVBSSZ02",564715
"conf/sigmod/GillmannWW02",564718
"conf/sigmod/DasuJMS02",564719
"conf/sigmod/RamanH02",564723
"conf/sigmod/GuhaJKSY02",564725
"conf/sigmod/BrunoKS02",564727
"conf/sigmod/TaoP02",564730
"conf/sigmod/ChangH02",564731
"conf/sigmod/PolyzotisG02",564733
"conf/sigmod/YangWYH02",564738
"conf/sigmod/ChoiC02",564742
"conf/sigmod/GarofalakisG02",564746
"conf/sigmod/JosifovskiSHL02",564751
"conf/sigmod/KanthRA02",564755
"conf/sigmod/SzalayGTKMRSv02",564758
"conf/sigmod/PossSKL02",564759
"conf/sigmod/Team02",564761
"conf/sigmod/AntonJLPZZ02",564762
"conf/sigmod/LuoKMPWLN02",564763
"conf/sigmod/MarklL02",564766
"conf/sigmod/ZhangMCMR02",564767
"conf/sigmod/TheobaldW02",564768
"conf/sigmod/BarbosaMKL02",564769
"conf/sigmod/AbadiC02",564770
"conf/sigmod/ChenRW02",564771
"conf/sigmod/CrescenziMM02",564778
"conf/sigmod/FlorescuGKR02",564779
"conf/sigmod/LuWYBLY02",564785
"conf/sigmod/RundensteinerWYD02",564786
"conf/sigmod/Cotton02",564792
"conf/sigmod/GarofalakisGR02",564794
"conf/sigmod/Mohan02",564796
"conf/sigmod/Bussler02",564801
"conf/sigmod/Aggarwal03",872826
"conf/sigmod/LiuFP03",872846
"conf/sigmod/ArasuBBDIRW03",872854
"journals/sigmod/Date03",959061
"journals/sigmod/Snodgrass03c",959062
"journals/sigmod/BonnetBDL03",959067
"journals/sigmod/AilamakiFFSV03",959069
"journals/sigmod/KannanKIK03",959071
"journals/sigmod/PalpanasPKG03",959074
"journals/sigmod/Aberer03d",959078
"journals/sigmod/Kumar03",959064
"journals/sigmod/HellersteinHM03",959065
"journals/sigmod/Mani03",959066
"journals/sigmod/ChengP03",959068
"journals/sigmod/DemersGRTY03",959070
"journals/sigmod/TanK03",959072
"journals/sigmod/GerlaX03",959073
"journals/sigmod/CalvaneseGLV03",959076
"journals/sigmod/WangD03",959079
"journals/sigmod/GalianoM03",959080
"journals/sigmod/Wiegand03",959081
"journals/sigmod/LenzVJS03",959083
"journals/sigmod/Giorgini03",959084
"journals/sigmod/MotroA03",959085
"journals/sigmod/KambhampatiK03",959086
"journals/sigmod/Hainaut03",959087
"journals/sigmod/NascimentoSP03",945722
"journals/sigmod/AilamakiH03",945725
"journals/sigmod/NejdlSS03",945731
"journals/sigmod/PitouraAPSV03",945737
"journals/sigmod/Snodgrass03b",945723
"journals/sigmod/Halevy03",945724
"journals/sigmod/Aberer03c",945727
"journals/sigmod/BawaCCDGGKMSSVY03",945728
"journals/sigmod/AbererCDDHPS03",945729
"journals/sigmod/Hellerstein03",945730
"journals/sigmod/TatarinovIMHSDDKMM03",945732
"journals/sigmod/ArenasKKKMM03",945733
"journals/sigmod/OoiST03",945734
"journals/sigmod/Ouksel03",945735
"journals/sigmod/KoubarakisTID03",945736
"journals/sigmod/MalaikaEM03",945739
"journals/sigmod/Anisimov03",945741
"journals/sigmod/JukicNV03",776987
"journals/sigmod/MukhopadhyayGS03",776989
"journals/sigmod/Aberer03b",776994
"journals/sigmod/Vianu03",776999
"journals/sigmod/GolabO03",776986
"journals/sigmod/GottlobKP03a",776988
"journals/sigmod/dOnofrioP03",776990
"journals/sigmod/FifeG03",776991
"journals/sigmod/CaleroPR03",776992
"journals/sigmod/Hoffner03",776995
"journals/sigmod/Nascimento03",776996
"journals/sigmod/Stirling03",776997
"journals/sigmod/ChongFTSYKDJJ03",777000
"journals/sigmod/CampbellEM03",777002
"journals/sigmod/AilamakiG03",777004
"journals/sigmod/Chang03",640993
"journals/sigmod/WenLMZ03",640994
"journals/sigmod/BertinoEH03",640995
"journals/sigmod/David03",640996
"journals/sigmod/MarchiLPT03",640997
"journals/sigmod/ChakravarthyAEFO03",641006
"journals/sigmod/OConnellW03",640991
"journals/sigmod/GottlobKP03",640992
"journals/sigmod/RossGN03",641001
"journals/sigmod/LacroixB03",641003
"journals/sigmod/SpynsMJ02",637413
"journals/sigmod/BusslerFM02",637415
"journals/sigmod/MaximilienS02",637417
"journals/sigmod/AbererCH02",637419
"journals/sigmod/GroskySF02",637420
"journals/sigmod/Aberer02c",637424
"journals/sigmod/ShethM02",637430
"journals/sigmod/MeltonE02",637433
"journals/sigmod/SureSS02",637414
"journals/sigmod/FininJ02",637416
"journals/sigmod/AnyanwuS02",637418
"journals/sigmod/ButtlerCCFHLPRX02",637421
"journals/sigmod/GobleR02a",637422
"journals/sigmod/Wu02",637426
"journals/sigmod/Grohe02",637428
"journals/sigmod/BoucelmaCGJLL02",637431
"journals/sigmod/RoantreeS02",637435
"journals/sigmod/HalkidiBV02a",601862
"journals/sigmod/HuangKL02",601863
"journals/sigmod/Aberer02b",601865
"journals/sigmod/Neven02",601869
"journals/sigmod/WinslettCDHZZ02",601881
"journals/sigmod/Hammer02a",601859
"journals/sigmod/YaoG02",601861
"journals/sigmod/Weikum02",601867
"journals/sigmod/LightstoneLZ02",601873
"journals/sigmod/RossAJS02",601875
"journals/sigmod/MeltonMJKS02",601877
"journals/sigmod/LuoI02",601879
"journals/sigmod/CruzKLSWY02",601882
"journals/sigmod/SlivinskasJS02",565119
"journals/sigmod/PourabbasR02",565121
"journals/sigmod/HalkidiBV02",565124
"journals/sigmod/Camps02",565125
"journals/sigmod/Aberer02a",565129
"journals/sigmod/LaenderRST02",565137
"journals/sigmod/Fagin02",565143
"journals/sigmod/OrlandicLS02",565120
"journals/sigmod/Wiegand02",565122
"journals/sigmod/Kosch02",565123
"journals/sigmod/Konig-RiesMMPPRSVW02",565134
"journals/sigmod/Hammer02",565135
"journals/sigmod/BargaL02",565139
"journals/sigmod/EisenbergM02",565141
"journals/sigmod/CiliaB02",507344
"journals/sigmod/HummerLW02",507345
"journals/sigmod/Kim02",507346
"journals/sigmod/ErdurD02",507349
"journals/sigmod/Aberer02",507353
"journals/sigmod/Kemper02",507354
"journals/sigmod/TianDCZ02",507341
"journals/sigmod/Cingil02",507342
"journals/sigmod/SommerGB02",507343
"journals/sigmod/CuiJO02",507347
"journals/sigmod/QuixSJ02",507348
"journals/sigmod/BallMRZ02",507350
"journals/sigmod/Bussler02",507351
"journals/sigmod/Suciu02",507360
"journals/sigmod/Stonebraker02",507362
"journals/sigmod/RossKMV02",507364
"journals/sigmod/GobleR02",507366
"journals/sigmod/Snodgrass02",507369
"journals/sigmod/StolfoLCFE01",604267
"journals/sigmod/BarbaraCJW01",604268
"journals/sigmod/CabreraLM01",604269
"journals/sigmod/Aberer01a",604274
"journals/sigmod/Cardelli01",604278
"journals/sigmod/Barbara01",604266
"journals/sigmod/LeeF01",604270
"journals/sigmod/SayginVC01",604271
"journals/sigmod/VelACM01",604272
"journals/sigmod/MeltonE01",604280
"journals/sigmod/ShahMFH01",604282
"journals/sigmod/Cetintemel01",604284
"journals/sigmod/ShethMKA01",604286
"journals/sigmod/Aberer01",603869
"journals/sigmod/ShanmugasundaramSKKVNT01",603871
"journals/sigmod/Huyn01",603880
"journals/sigmod/BabuW01",603884
"journals/sigmod/LabrinidisM01",603886
"journals/sigmod/Fankhauser01",603870
"journals/sigmod/SchmidtWKFCMB01",603872
"journals/sigmod/HanBP01",603873
"journals/sigmod/Suciu01",603874
"journals/sigmod/ChienTZ01",603875
"journals/sigmod/LudascherMM01",603876
"journals/sigmod/Lomet01",603878
"journals/sigmod/TanakaV01",603879
"journals/sigmod/RossHKRRSS01",603882
"journals/sigmod/BiancheriPP01",373631
"journals/sigmod/BunemanFSW01",373697
"journals/sigmod/Aggarwal01",373638
"journals/sigmod/LawderK01",373678
"journals/sigmod/PuSW01",373680
"journals/sigmod/BertinoEH01",373684
"journals/sigmod/FengJH01",373691
"journals/sigmod/RossCGLLM01",604262
"journals/sigmod/Critchlow01",373699
"journals/sigmod/CarmelMS01",373705
"journals/sigmod/BoscMP01",373708
"journals/sigmod/MeltonMJKSZ01",373709
"journals/sigmod/MillerHHYHFP01",373713
"journals/sigmod/YuenCLL00",369282
"journals/sigmod/BernsteinHP00",369289
"journals/sigmod/PossasMCR00",369278
"journals/sigmod/RashidS00",369281
"journals/sigmod/Halevy00",369284
"journals/sigmod/RossIJP00",602302
"journals/sigmod/Jhingran00",369287
"journals/sigmod/PoessF00",369291
"journals/sigmod/TheodoridisN00",362104
"journals/sigmod/Bussche00",362136
"journals/sigmod/LeeC00",362140
"journals/sigmod/LudwigG00",362094
"journals/sigmod/WuY00",362096
"journals/sigmod/ArpinarD00",362098
"journals/sigmod/ClementiniF00",362101
"journals/sigmod/WestmannKHM00",362137
"journals/sigmod/VetterliVS00",362138
"journals/sigmod/Palpanas00",362142
"journals/sigmod/RoddickABDEGHLMMMW00",344789
"journals/sigmod/LabrinidisR00",344794
"journals/sigmod/PourabbasR00",344799
"journals/sigmod/Vassilakis00",344803
"journals/sigmod/LiefkeS00",344815
"journals/sigmod/BonifatiC00",344822
"journals/sigmod/PaepckeGRC00",344828
"journals/sigmod/DongS00",344808
"journals/sigmod/EisenbergM00",344819
"journals/sigmod/GatziuJSV99",344825
"journals/sigmod/KempsterST99",344843
"journals/sigmod/JacobS99",344857
"journals/sigmod/VassiliadisS99",344869
"journals/sigmod/Etzion99",344820
"journals/sigmod/HansonN99",344839
"journals/sigmod/Libkin99",344850
"journals/sigmod/Abiteboul99",344853
"journals/sigmod/MusickC99",344860
"journals/sigmod/EisenbergM99a",344864
"journals/sigmod/ConradHHKRSS99",333608
"journals/sigmod/FrankGGJKLMNPSSSTW99",333609
"journals/sigmod/BoulosO99",333610
"journals/sigmod/RosenthalS99",333611
"journals/sigmod/RamDD99",333613
"journals/sigmod/PapianiWDN99",333614
"journals/sigmod/DomenigD99",333615
"journals/sigmod/GruenwaldBDGSSV99",333616
"journals/sigmod/YauLMS99",333612
"journals/sigmod/PapazoglouH99",309886
"journals/sigmod/SycaraKWL99",309895
"journals/sigmod/FowlerPNB99",310060
"journals/sigmod/SouzaS99",310063
"journals/sigmod/CeriFP99",310064
"journals/sigmod/KuanL99",310065
"journals/sigmod/Mackay99",309852
"journals/sigmod/ForteHWDCVHFS99",309870
"journals/sigmod/SmithO99",309878
"journals/sigmod/Hampapur99",309883
"journals/sigmod/BergamaschiCV99",309897
"journals/sigmod/Gal99",310061
"journals/sigmod/NascimentoM99",310062
"journals/sigmod/RoantreeMH99",310066
"journals/sigmod/ShethBS99",310067
"journals/sigmod/CareyS99",310071
"journals/sigmod/EisenbergM99",310075
"journals/sigmod/Danish98",306103
"journals/sigmod/DogacDATKCD98",306109
"journals/sigmod/JenningsNF98",306112
"journals/sigmod/ReichB98",306115
"journals/sigmod/BollKB98",306119
"journals/sigmod/BuchnerM98",306124
"journals/sigmod/Domingo-FerrerH98",306129
"journals/sigmod/BichlerSZ98",306102
"journals/sigmod/MeltzerC98",306105
"journals/sigmod/ChristoffelPSL98",306133
"journals/sigmod/BernsteinBCDFGGHHJLMNPSU98",306137
"journals/sigmod/Ritter98",306141
"journals/sigmod/EisenbergM98a",306144
"journals/sigmod/CheungF98",290596
"journals/sigmod/GriffinK98",290597
"journals/sigmod/Lomet98",290598
"journals/sigmod/KeetonPH98",290602
"journals/sigmod/FlorescuLM98",290605
"journals/sigmod/ChangGKRS98",290607
"journals/sigmod/BorgidaCS98",290595
"journals/sigmod/SnodgrassGIMSU98",290599
"journals/sigmod/KappelR98",290601
"journals/sigmod/EisenbergM98",290604
"journals/sigmod/LometBCLN98",290608
"journals/sigmod/BurtonM98",273254
"journals/sigmod/TsotrasJS98",273258
"journals/sigmod/Chaudhri98",273247
"journals/sigmod/MusickM98",273249
"journals/sigmod/Seshadri98",273251
"journals/sigmod/Roussopoulos98",273253
"journals/sigmod/GatziuKBF98",273255
"journals/sigmod/KuokFW98",273257
"journals/sigmod/Snodgrass98a",390004
"journals/sigmod/ChangASS98",273264
"journals/sigmod/KoksalAD98",273265
"journals/sigmod/Manola98",273267
"journals/sigmod/Rosenthal98",273270
"journals/sigmod/Bernstein98",273271
"journals/sigmod/Han98",273273
"journals/sigmod/NadoH97",271083
"journals/sigmod/Suciu97",271077
"journals/sigmod/AshishK97",271078
"journals/sigmod/AtzeniMM97",271080
"journals/sigmod/McHughW97",271082
"journals/sigmod/NestorovAM97",271084
"journals/sigmod/BaaderJN97",274461
"journals/sigmod/McClatcheyV97",271087
"journals/sigmod/ConradEHRSSSV97",271089
"journals/sigmod/GuptaHR97",271093
"journals/sigmod/GrayG97",271094
"journals/sigmod/JajodiaBBKMSW97",271095
"journals/sigmod/DadamK97",271096
"journals/sigmod/FernandezFLS97",262763
"journals/sigmod/HadzilacosT97",262766
"journals/sigmod/JukicV97",262767
"journals/sigmod/SilberschatzZ97",262768
"journals/sigmod/BarbaraS97",262764
"journals/sigmod/ClementLGMK97",262765
"journals/sigmod/RamamrithamS97",262769
"journals/sigmod/McHughAGQW97",262770
"journals/sigmod/Konig-RiesL97",262771
"journals/sigmod/FrewD97",248609
"journals/sigmod/RosenthalHRS97",248612
"journals/sigmod/Fong97",248614
"journals/sigmod/RamanathanH97",248615
"journals/sigmod/ChaudhuriD97",248616
"journals/sigmod/AbelTK97",248605
"journals/sigmod/TomasicS97",248606
"journals/sigmod/KramerNKRLKLZ97",248607
"journals/sigmod/RiekertMW97",248608
"journals/sigmod/Gardels97",248610
"journals/sigmod/KaradimitriouT97",248613
"journals/sigmod/DoanPSB97",248617
"journals/sigmod/Qian97",248618
"journals/sigmod/Date96",245885
"journals/sigmod/Ioannidis96",245890
"journals/sigmod/KennedyMB96",245895
"journals/sigmod/HasanMV96",245900
"journals/sigmod/CoxEH96",245901
"journals/sigmod/AtkinsonDJPS96",245905
"journals/sigmod/Darwen96",245886
"journals/sigmod/RafanelliBT96",245887
"journals/sigmod/TaninBS96",245891
"journals/sigmod/Ahlberg96",245893
"journals/sigmod/Keim96",245896
"journals/sigmod/SantucciT96",245898
"journals/sigmod/ShethGJRSWW96",245903
"journals/sigmod/Sidell96",245906
"journals/sigmod/Eisenberg96",245907
"journals/sigmod/Bhashyam96",245908
"journals/sigmod/Qian96b",245909
"journals/sigmod/Camps96",234890
"journals/sigmod/ZobelMR96",234891
"journals/sigmod/BrunieK96",234895
"journals/sigmod/ACT-NET96",234896
"journals/sigmod/NormanZT96",234892
"journals/sigmod/GerlhofKM96",234893
"journals/sigmod/HasanFV96",234894
"journals/sigmod/BestavrosLS96",234897
"journals/sigmod/BilirisP96",234898
"journals/sigmod/Dogac96",234900
"journals/sigmod/Colliat96",234901
"journals/sigmod/DAndreaJ96",234902
"journals/sigmod/Qian96a",234903
"journals/sigmod/Bestavros96",381860
"journals/sigmod/UlusoyB96",381876
"journals/sigmod/LinP96",381878
"journals/sigmod/AndlerHEMBE96",381881
"journals/sigmod/SilberschatzSU96",381886
"journals/sigmod/PhatakSSS96",381897
"journals/sigmod/RamamrithamSSTX96",381868
"journals/sigmod/HaritsaS96",381870
"journals/sigmod/KuoM96",381873
"journals/sigmod/SonDT96",381879
"journals/sigmod/AdelbergKG96",381882
"journals/sigmod/BerndtssonH96",381889
"journals/sigmod/Baeza-YatesN96",381890
"journals/sigmod/FreemanG96",381893
"journals/sigmod/Wade96",381895
"journals/sigmod/UrbanDG96",381892
"journals/sigmod/Anonymous96",381900
"journals/sigmod/Qian96",381901
"journals/sigmod/NobleS95",219730
"journals/sigmod/BhargavaAP95",219746
"journals/sigmod/Ulusoy95",219751
"journals/sigmod/DrewHKKLLLSW95",219769
"journals/sigmod/DunhamH95a",219727
"journals/sigmod/ElmagarmidJF95",219735
"journals/sigmod/WolfsonSDNR95",219737
"journals/sigmod/AlonsoCIM95",219742
"journals/sigmod/SegevJS95",219754
"journals/sigmod/Bohlen95",219758
"journals/sigmod/EnglertGH95",219760
"journals/sigmod/VenkatraoP95",219763
"journals/sigmod/SellisV95",219766
"journals/sigmod/Qian95b",219772
"journals/sigmod/Stacey95",219774
"journals/sigmod/Finkelstein95",219777
"journals/sigmod/DoanPK95",212003
"journals/sigmod/LeeCL95",212011
"journals/sigmod/Wong95",212013
"journals/sigmod/PitouraB95",212015
"journals/sigmod/RisheSBDOALOSS95",212019
"journals/sigmod/RosenthalSMBTL95",212020
"journals/sigmod/Richey95",212024
"journals/sigmod/AbiteboulH95",211994
"journals/sigmod/MaelbranckeO95",211999
"journals/sigmod/ONeilG95",212001
"journals/sigmod/Fong95",212007
"journals/sigmod/Lee95",212008
"journals/sigmod/KokkotosIPS95",212014
"journals/sigmod/GamacheS95",212016
"journals/sigmod/DogacDKOONEHAKKM95",212017
"journals/sigmod/YanG95",212018
"journals/sigmod/Qian95a",212022
"journals/sigmod/KimballS95",212023
"journals/sigmod/Zhang95",202661
"journals/sigmod/Hanna95",202664
"journals/sigmod/Chaudhri95",202668
"journals/sigmod/JaegerF95",202669
"journals/sigmod/BerraNT95",202670
"journals/sigmod/MedskerCS95",202673
"journals/sigmod/DogacAOD95",202662
"journals/sigmod/KarlapalemLS95",202663
"journals/sigmod/NgH95",202665
"journals/sigmod/Jannink95",202666
"journals/sigmod/DarwenD95",202667
"journals/sigmod/Jarke95",202671
"journals/sigmod/SchlageterBHMSW95",202672
"journals/sigmod/Bertram94",190631
"journals/sigmod/ShinM94",190633
"journals/sigmod/KiyokiKH94",190639
"journals/sigmod/BohmR94",190635
"journals/sigmod/JainH94",190638
"journals/sigmod/AndersonS94",190642
"journals/sigmod/GroskyFS94",190644
"journals/sigmod/GlavitschSW94",190645
"journals/sigmod/ChenHKPW94",190646
"journals/sigmod/BarclayBGS94",190647
"journals/sigmod/MattosD94",190648
"journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94a",187449
"journals/sigmod/Chen94",187460
"journals/sigmod/Group94",187439
"journals/sigmod/Datta94",187442
"journals/sigmod/Klein94",187445
"journals/sigmod/YeungHL94",187447
"journals/sigmod/BarbaraBFLS94",187455
"journals/sigmod/Widom94",187457
"journals/sigmod/RamirezSP94",187458
"journals/sigmod/Qian94",187462
"journals/sigmod/Yang94",181554
"journals/sigmod/JensenCEGHJ94",181560
"journals/sigmod/BunemanLSTW94",181564
"journals/sigmod/MedeirosP94",181566
"journals/sigmod/Stonebraker94",181551
"journals/sigmod/DreyerDS94",181553
"journals/sigmod/DiazJPa94",181555
"journals/sigmod/PissinouSEMOPSTD94",181557
"journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94",181562
"journals/sigmod/Loeffen94",181565
"journals/sigmod/NorrieBSW94",181567
"journals/sigmod/Gallagher94",181568
"journals/sigmod/Winslett94",181569
"journals/tods/TaoSP03",958943
"journals/tods/LakshmananLN03",958944
"journals/tods/ChoG03",958945
"journals/tods/Chomicki03",958946
"journals/tods/DiaoAFZF03",958947
"journals/tods/HjaltasonS03",958948
"journals/tods/WijesekeraJPH03",937599
"journals/tods/JacoxS03",937600
"journals/tods/Jimenez-PerisPAK03",937601
"journals/tods/TaoP03",777944
"journals/tods/GunopulosKMSTS03",777945
"journals/tods/LechtenborgerV03",777946
"journals/tods/BeneventanoBS03",762472
"journals/tods/KarpSP03",762473
"journals/tods/MelnikG03",762474
"journals/tods/MayL02",582411
"journals/tods/CiacciaP02",582412
"journals/tods/FernandezKSMT02",582413
"journals/tods/CaldersNW02",581752
"journals/tods/GibbonsMP02",581753
"journals/tods/TaoPZ02",581754
"journals/tods/ChakrabartiKMP02",568520
"journals/tods/BrunoCG02",568519
"journals/tods/Suciu02",507235
"journals/tods/SchuldtABS02",507236
"journals/tods/LiuDL02",507237
"journals/tods/ChomickiTB01",383892
"journals/tods/FukudaMMT01",383893
"journals/tods/JajodiaSSS01",383894
"journals/tods/AndriesCPB01",383735
"journals/tods/DekhtyarRS01",383736
"journals/tods/HsuSY01",383737
"journals/tods/BohlenJS00",377665
"journals/tods/FegarasM00",377676
"journals/tods/KossmannFDA00",377677
"journals/tods/KemmeA00",363955
"journals/tods/Meo00",363956
"journals/tods/BaralisW00",363954
"journals/tods/CuiWW00",357777
"journals/tods/ParsonsW00",357778
"journals/tods/Bohm00",357776
"journals/tods/KossmannS00",352982
"journals/tods/Lerner00",352983
"journals/tods/GutingBEJLSV00",352963
"journals/tods/DeySB99",331984
"journals/tods/MuralidharS99",331986
"journals/tods/WandSW99",331989
"journals/tods/YanG99",331992
"journals/tods/Alagic99",328943
"journals/tods/BozkayaO99",328959
"journals/tods/CasatiCPP99",328996
"journals/tods/ChaudhuriS99",320249
"journals/tods/GravanoGT99",320252
"journals/tods/HjaltasonS99",320255
"journals/tods/DattaVCK99",310710
"journals/tods/Wijsen99",310715
"journals/tods/LeveneL99",310712
"journals/tods/KonopnickiS98",277639
"journals/tods/SistlaWYS98",277641
"journals/tods/ZobelMR98",277632
"journals/tods/BertinoBFS98",293151
"journals/tods/CastanoAFP98",293150
"journals/tods/FormicaGM98",293152
"journals/tods/Hellerstein98",277627
"journals/tods/LiuHD98",277628
"journals/tods/MehrotraRKS98",277629
"journals/tods/DyresonS98",288087
"journals/tods/Revesz98",288088
"journals/tods/StolboushkinT98",288089
"journals/tods/StoreyCDGS97",278246
"journals/tods/TariSS97",278247
"journals/tods/ZaharioudakisCF97",278249
"journals/tods/FranklinCL97",261125
"journals/tods/EiterGM97",261126
"journals/tods/LakshmananLRS97",261131
"journals/tods/WangBBJ97",249979
"journals/tods/AmmannJR97",249981
"journals/tods/WolfsonJH97",249982
"journals/tods/CliffordDIJS97",249980
"journals/tods/Galindo-LegariaR97",244812
"journals/tods/PetersO97",244813
"journals/tods/Keen97",244811
"journals/tods/Kuo96",236712
"journals/tods/RaschidL96",236714
"journals/tods/LitwinN96",236713
"journals/tods/CiacciaTZ96",232755
"journals/tods/DeyS96",232796
"journals/tods/GhandeharizadehHJ96",232801
"journals/tods/LiuM96",232622
"journals/tods/Ross96",232628
"journals/tods/BellNNS96",232691
"journals/tods/GuoSW96",232692
"journals/tods/BaralisCP96",227605
"journals/tods/BunemanO96",227609
"journals/tods/MokNE96",227612
"journals/tods/MumickFPR96",227624
"journals/tods/ChenHM95",219039
"journals/tods/FraternaliT95",219042
"journals/tods/SrivastavaSRN95",219056
"journals/tods/Chen95a",211416
"journals/tods/IoannidisR95",211419
"journals/tods/ShashaLSV95",211427
"journals/tods/BaekgaardM95",210198
"journals/tods/Chomicki95",210200
"journals/tods/GraefeC95",210202
"journals/tods/AikenHW95",202107
"journals/tods/Chen95",202110
"journals/tods/Jagadish95",202113
"journals/tods/GoldmanL94",195666
"journals/tods/KrishnakumarB94",195670
"journals/tods/WinslettSQ94",195675
"journals/tods/CeriFPT94",185828
"journals/tods/PolyzoisG94",185836
"journals/tods/ChrysanthisR94",185843
"journals/tods/KorthS94",185854
"journals/tods/RosenthalR94",176568
"journals/tods/BrightHP94",176569
"journals/tods/Subrahmanian94",176571
"journals/tods/YanG94",176573
"journals/tods/ScioreSR94",176570
"journals/tods/OliverS94",174640
"journals/tods/TendickM94",174641
"journals/tods/CliffordC94",174642
"journals/tods/SalemGS94",174639
"journals/tods/KotidisR01",503100
"journals/tods/MamoulisP01",503101
"journals/tods/LakshmananSS01",503102
"journals/tods/Snodgrass01a",505055
"journals/tods/EiterLLS01",502031
"journals/tods/LiC01",502032
"journals/tods/Ng01",502033
"journals/tods/Snodgrass01",505049
"conf/vldb/GarofalakisG01",672356
"conf/vldb/Mohan01",672360
"conf/vldb/CherniackFZ01",672180
"conf/vldb/DayalHL01",672211
"conf/vldb/Wadler01",672033
"conf/vldb/MadhavanBR01",672191
"conf/vldb/ChirkovaHS01",672216
"conf/vldb/AmirKN01",672215
"conf/vldb/StanoiRAA01",672207
"conf/vldb/RaghavanG01",672025
"conf/vldb/HuntAI01",672030
"conf/vldb/ChaHKK01",672375
"conf/vldb/LuoN01",672041
"conf/vldb/WaasCB01",672026
"conf/vldb/BohmMSW01",672198
"conf/vldb/OzsuLON01",672177
"conf/vldb/ManolescuFK01",672368
"conf/vldb/ChienTZ01",672373
"conf/vldb/TanEO01",672217
"conf/vldb/ManolopoulosT01",672358
"conf/vldb/CooperSFHS01",672202
"conf/vldb/KahveciS01",672028
"conf/vldb/GalhardasFSSS01",672042
"conf/vldb/AnSVKIG01",672374
"conf/vldb/BerckenS01",672197
"conf/vldb/Kotidis01",672183
"conf/vldb/GravanoIJKMS01",672200
"conf/vldb/UrhanF01",672188
"conf/vldb/ChungCLL01",672347
"conf/vldb/Gibbons01",672351
"conf/vldb/YangG01",672193
"conf/vldb/AksoyZF01",672046
"conf/vldb/MignetMAC01",672205
"conf/vldb/AboulnagaAN01",672034
"conf/vldb/OConnellWG01",672185
"conf/vldb/TsurAADKW01",672353
"conf/vldb/Novaretti01",672196
"conf/vldb/Draluk01",672031
"conf/vldb/Shmueli01",672369
"conf/vldb/SadriZZA01",672043
"conf/vldb/BunkerCCMMW01",672182
"conf/vldb/LahiriSCMC01",672377
"conf/vldb/Adler01",758383
"conf/vldb/BrownG01",672032
"conf/vldb/MaedaT01",672378
"conf/vldb/ZengBNN01",672023
"conf/vldb/LiCHPALHAY01",672040
"conf/vldb/SundaraHCAS01",672361
"conf/vldb/NishioSTTL01",672350
"conf/vldb/BlokWZPAKJ01",672179
"conf/vldb/PatonG01",757416
"conf/vldb/ChaudhuriS01",672044
"conf/vldb/Leymann01",757417
