"idDBLP","idScholar"
"conf/sigmod/MelnikRB03","ntcjTU3hQiUJ"
"conf/sigmod/MelnikRB03","wfjeWtEY2NcJ"
"conf/sigmod/MerialdoAMMP00","Qq0WheHyVv8J"
"conf/sigmod/Meseck01","hWiIngXs5I0J"
"conf/sigmod/Miller98","_ExuZq1BkEkJ"
"conf/sigmod/Miller98","0B1XRTZ8cHkJ"
"conf/sigmod/Miller98","7f6Q9GgXsmgJ"
"conf/sigmod/Miller98","fW6JIoNRqAQJ"
"conf/sigmod/Miller98","r0ZzrEjVO4UJ"
"conf/sigmod/MiloAABN03","fHp5E4Rxt7cJ"
"conf/sigmod/MiloAABN03","P7vZf4MkRO4J"
"conf/sigmod/MinPC03","JjrRZt4ONqMJ"
"conf/sigmod/MissikoffT94","nxNSfctbGWAJ"
"conf/sigmod/MistryRSR01","r62IMncHe0IJ"
"conf/sigmod/MogiK96","G-ggEZEKjT8J"
"conf/sigmod/MogiK96","hxWB8uQMCdgJ"
"conf/sigmod/MogiK96","ybgxHuCAS_8J"
"conf/sigmod/Mohan01","IGS3TtqfKUgJ"
"conf/sigmod/Mohan02","eyxIItge9MQJ"
"conf/sigmod/Mohan02","qbrkg2DRU3AJ"
"conf/sigmod/Mohan02","YJlUtEk7zwkJ"
"conf/sigmod/Mohan94","E2zhARKv5dsJ"
"conf/sigmod/Mohan94","enYJ_2U2NdUJ"
"conf/sigmod/Mohan94","Ft1YZIFfu0cJ"
"conf/sigmod/Mohan94","IWM2gExnQLkJ"
"conf/sigmod/Mohan96","14cgU3tAHtgJ"
"conf/sigmod/Mohan96","bfLZp1c7E1cJ"
"conf/sigmod/Mohan96","C-yzbvoAg00J"
"conf/sigmod/Mohan96","f9JfEpe5a24J"
"conf/sigmod/Mohan96","JHJ-NMsTtL0J"
"conf/sigmod/Mohan96","M4G18MfKn2oJ"
"conf/sigmod/Mohan96","uCNkDoBniLgJ"
"conf/sigmod/Mohan96","ZEh9UFMj3-EJ"
"conf/sigmod/Mohan99","XppwYYxOpksJ"
"conf/sigmod/MohanN94","_2hj6snS3foJ"
"conf/sigmod/MoleskyR95","mSR0bA8pIOwJ"
"conf/sigmod/MoleskyR95","u03oQbB0y-oJ"
"conf/sigmod/MoonSL00","7Xra4piXrIIJ"
"conf/sigmod/MoonWH02","rlfxeE4k2p4J"
"conf/sigmod/Moore95","uh57sQuxYuIJ"
"conf/sigmod/MorpainCFP96","98umDgwqRHcJ"
"conf/sigmod/MotakisZ97","8hMkXAIa8vEJ"
"conf/sigmod/MotakisZ97","e8OIK3dEo6EJ"
"conf/sigmod/MotakisZ97","HPPJQPCzTEcJ"
"conf/sigmod/MotakisZ97","yyG5D_yWyfoJ"
"conf/sigmod/MumickP94","hUQBQ_9ohcgJ"
"conf/sigmod/MumickQM97","8m_6OmUvYJwJ"
"conf/sigmod/MumickQM97","c_n0wQe1FhAJ"
"conf/sigmod/MumickQM97","cvHvC7tUSrIJ"
"conf/sigmod/Mylopoulos98","2R-2i60g4MsJ"
"conf/sigmod/Mylopoulos98","5eBjuTrKTwoJ"
"conf/sigmod/Mylopoulos98","vU_Vo2059VUJ"
"conf/sigmod/NatsevRS99","OtJVavxuuYgJ"
"conf/sigmod/NatsevRS99","r2jkzqMSE0gJ"
"conf/sigmod/NatsevRS99","Y3nejQSVKnUJ"
"conf/sigmod/NaumanS98","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D276369%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/NazeriBO01","2E9I_lugGC4J"
"conf/sigmod/NestorovAM98","5icRoG_Vmc0J"
"conf/sigmod/NestorovAM98","XP7FEaxDfuAJ"
"conf/sigmod/NgLHM99","YemauUgIzlcJ"
"conf/sigmod/NgLHP98","_2mjU5KqoVgJ"
"conf/sigmod/NgLHP98","0McW0Z3yCW8J"
"conf/sigmod/NgLHP98","94DIEgTTg_oJ"
"conf/sigmod/NgLHP98","BsyjUnkzMkAJ"
"conf/sigmod/NgLHP98","hQ2iRlFtfGUJ"
"conf/sigmod/NgLHP98","JM_QtoLLa9QJ"
"conf/sigmod/NgLHP98","NQAssNK12xUJ"
"conf/sigmod/NgLHP98","OVsyr37zZxkJ"
"conf/sigmod/NgLHP98","qOiru8Q7FbIJ"
"conf/sigmod/NgLHP98","qOzU69R5hdAJ"
"conf/sigmod/NgLHP98","SW8RvYcXqaMJ"
"conf/sigmod/NgLHP98","x-J6IbwI7u8J"
"conf/sigmod/NgLK98","kJVhJ4ruw6sJ"
"conf/sigmod/NguyenACP01","A57h1N3H3pgJ"
"conf/sigmod/NguyenACP01","VCiXh8qcrIMJ"
"conf/sigmod/NguyenS96","C10wtQwCym8J"
"conf/sigmod/NguyenS96","Cd4NNuZnIn8J"
"conf/sigmod/NguyenS96","T8llXFznCOwJ"
"conf/sigmod/NguyenS96","uD0NKv4AwaQJ"
"conf/sigmod/NgWY01","TShyzmLNvtoJ"
"conf/sigmod/Nori00","url:http://portal.acm.org/citation.cfm%3Fid%3D342009.335474"
"conf/sigmod/Norrie95","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D223883%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/NybergBCGL94","fXziEl_Htv8J"
"conf/sigmod/NybergBCGL94","kd-0q-M1O2gJ"
"conf/sigmod/OConnellISWABCCLPWW96","5awQcPWFBrcJ"
"conf/sigmod/OConnellISWABCCLPWW96","I0KBB-n-eF8J"
"conf/sigmod/OConnellISWABCCLPWW96","Ljpkq7MPqeEJ"
"conf/sigmod/OConnellISWABCCLPWW96","O-TrhFwhKM8J"
"conf/sigmod/OConnellISWABCCLPWW96","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D280357%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/OConnellISWABCCLPWW96","WrrEnOJswS4J"
"conf/sigmod/OhHP00","cFpgCsBTSBEJ"
"conf/sigmod/OhHP00","o8cVWUElfUsJ"
"conf/sigmod/OhHP00","T91d5LI-xIwJ"
"conf/sigmod/Ojjeh99","url:http://portal.acm.org/citation.cfm%3Fid%3D304245%26coll%3Dportal%26dl%3DACM"
"conf/sigmod/Ojjeh99","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304245%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/Olson95","nJycrIdh5E4J"
"conf/sigmod/OlstonJW03","D1h_jOHVyA4J"
"conf/sigmod/OlstonJW03","fW0CpIqoV7QJ"
"conf/sigmod/OlstonW02","pBKI-JCAlcIJ"
"conf/sigmod/OlstonWACELSS98","UTYa5uf9zSIJ"
"conf/sigmod/OlstonWL01","I_YprPVQ45QJ"
"conf/sigmod/ONeilQ97","359PjJkfNhQJ"
"conf/sigmod/ONeilQ97","5iolWs79wEEJ"
"conf/sigmod/ONeilQ97","6twtfqrudGcJ"
"conf/sigmod/ONeilQ97","6y9Er-083rIJ"
"conf/sigmod/ONeilQ97","cyNtXv744CQJ"
"conf/sigmod/ONeilQ97","FOruO1PeowAJ"
"conf/sigmod/ONeilQ97","J9bYvZ3eKygJ"
"conf/sigmod/ONeilQ97","lMTodOXT45MJ"
"conf/sigmod/ONeilQ97","rN34VXyq84YJ"
"conf/sigmod/ONeilQ97","tK0HTC7qEmcJ"
"conf/sigmod/ONeilQ97","V_TejbE-Q6EJ"
"conf/sigmod/OoiTZGLLLNSWZ03","l78OeieL4ZsJ"
"conf/sigmod/OrdonezC00","yWkfJz_YMPkJ"
"conf/sigmod/OriaOILY00","9SbEzfHLSooJ"
"conf/sigmod/OriaOILY00","xdUDA920uhMJ"
"conf/sigmod/OzdenRSS96","-NqtWdEMQkgJ"
"conf/sigmod/Ozsu99","cifMTT3UYjQJ"
"conf/sigmod/PadmanabhanBMCH03","wI75uFSs0bwJ"
"conf/sigmod/PalmerF00","cnNLe97Pd2sJ"
"conf/sigmod/PalmerF00","eiA9HVOF2IsJ"
"conf/sigmod/PangCL94","beMsu5ebf30J"
"conf/sigmod/PapadiasTFS03","MkRJhOROQjsJ"
"conf/sigmod/PapadiasTFS03","PJ9152AhkuwJ"
"conf/sigmod/PapadiasTSE95","oIc_goYCwh4J"
"conf/sigmod/PapadiasTSE95","PogZLKV_bIsJ"
"conf/sigmod/PapadopoulosM98","dLzAJ-I1nCcJ"
"conf/sigmod/PapakonstantinouPV02","5XmfwqNDii8J"
"conf/sigmod/PapakonstantinouV99","5iBUkqCy-KAJ"
"conf/sigmod/PapakonstantinouV99","du5GsqT0_vQJ"
"conf/sigmod/PapakonstantinouV99","Y7J0sm6WO2kJ"
"conf/sigmod/PaparizosACJLNPSWWY03","HuPDChjYd44J"
"conf/sigmod/ParkCY95","8CqjZ166ScEJ"
"conf/sigmod/ParkCY95","A3XtQdi1j5UJ"
"conf/sigmod/ParkCY95","hLrdara3zskJ"
"conf/sigmod/ParkCY95","ko0i4AzclBgJ"
"conf/sigmod/ParkCY95","pN4pq6qELakJ"
"conf/sigmod/ParkCY95","v9preswS6YUJ"
"conf/sigmod/ParkCY95","x5By8kBxxpwJ"
"conf/sigmod/ParkCY95","-VGXHx94MXgJ"
"conf/sigmod/ParkKKLPC98","aepGxosl6YoJ"
"conf/sigmod/ParkKKLPC98","F8CacVSkztEJ"
"conf/sigmod/PatelD96","Goan1fI4O_oJ"
"conf/sigmod/PatelD96","nmTGteLy8NAJ"
"conf/sigmod/PatelD96","oPdpBiAjcisJ"
"conf/sigmod/PatelD96","SW5bcXhie_4J"
"conf/sigmod/PatelD96","Y9z2OdhzSGQJ"
"conf/sigmod/PatelYKTNBHRLEKGDN97","0inuMFZSQ50J"
"conf/sigmod/PatelYKTNBHRLEKGDN97","qe3zCXe4dHQJ"
"conf/sigmod/PeiMHZ00","UyhrqiH_-MoJ"
"conf/sigmod/PengC03","4Zlh-TEx9m4J"
"conf/sigmod/Perna95","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D223872%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/PhanN02","LLIkm2GMqakJ"
"conf/sigmod/PiatkoYLS96","3NMPG1vUNgwJ"
"conf/sigmod/Pirahesh94","VG96hL8afvgJ"
"conf/sigmod/PolyzotisG02","FK5GEhwW7uQJ"
"conf/sigmod/PolyzotisG02","obfTDYVJb4gJ"
"conf/sigmod/PonnekantiK00","IddFq2o4ZsoJ"
"conf/sigmod/PoosalaIHS96","4eUqHKdkGNoJ"
"conf/sigmod/PoosalaIHS96","7arvzxTqC9MJ"
"conf/sigmod/PoosalaIHS96","bvyqSciFIjcJ"
"conf/sigmod/PoosalaIHS96","gfRbQIzfux4J"
"conf/sigmod/PoosalaIHS96","hHGQKstQ2PQJ"
"conf/sigmod/PoosalaIHS96","HKPOQm4QcQcJ"
"conf/sigmod/PoosalaIHS96","lMlFez_Iq2gJ"
"conf/sigmod/PoosalaIHS96","uveOdmVtqRMJ"
"conf/sigmod/PoosalaIHS96","Zp7wEnhqAykJ"
"conf/sigmod/PopaDST00","gAwckIiPpTEJ"
"conf/sigmod/PossSKL02","c3QptREmhgAJ"
"conf/sigmod/ProcopiucJAM02","k7RinzPIdhYJ"
"conf/sigmod/QuassW97","3o4t-svHQfcJ"
"conf/sigmod/QuassW97","9nkD3JyhE1kJ"
"conf/sigmod/QuassW97","LjHrrOD-Db0J"
"conf/sigmod/QuassW97","RFd0c3lXk1AJ"
"conf/sigmod/QuassW97","TfIJHxpZeJIJ"
"conf/sigmod/QuassW97","u6Sx6E5i4L8J"
"conf/sigmod/QuassWGHLMNRRAUW96","cJgYQWElaAgJ"
"conf/sigmod/QuassWGHLMNRRAUW96","oB7qYK3HKiEJ"
"conf/sigmod/QunLO03","BnNNuVfklfcJ"
"conf/sigmod/QunLO03","eBXNcn6PwAEJ"
"conf/sigmod/RadekeBBEKKN95","bDN03rZhUQEJ"
"conf/sigmod/RadekeBBEKKN95","Tkq6NymsVxsJ"
"conf/sigmod/RafieiM97","F9KzvnDpCPUJ"
"conf/sigmod/RafieiM97","Hd2lugurqEYJ"
"conf/sigmod/RafieiM97","IlN1Z8UC688J"
"conf/sigmod/RafieiM97","N-kEDX56ek0J"
"conf/sigmod/RafieiM97","otOkT3t9kUQJ"
"conf/sigmod/RafieiM97","UBACGF9cQ2UJ"
"conf/sigmod/RafieiM97","url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0294143CI"
"conf/sigmod/RafieiM97","Z8kRr4T21JYJ"
"conf/sigmod/RajagopalanML98","6bxNVhIp7FAJ"
"conf/sigmod/RajagopalanML98","AUR-p53CsK8J"
"conf/sigmod/RajagopalanML98","HVP6eYl30IgJ"
"conf/sigmod/RajagopalanML98","iUtn70TmoZIJ"
"conf/sigmod/RajagopalanML98","M2bWqRDDfkUJ"
"conf/sigmod/RajagopalanML98","vbi6XDjg0X8J"
"conf/sigmod/RajagopalanML98","wO6VeeLIXAsJ"
"conf/sigmod/Rajaraman99","m_n55lcmF-sJ"
"conf/sigmod/Rajaraman99","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304246%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/Ramakrishnan00","aHpKrjJEJk4J"
"conf/sigmod/RamakrishnanD98","LSNo-7ii1vEJ"
"conf/sigmod/RamakrishnanD98","url:http://portal.acm.org/citation.cfm%3Fid%3D276305.276361%26dl%3DGUIDE%26dl%3DACM%26idx%3D276305%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/Ramanan02","VGe-IBWyMm4J"
"conf/sigmod/RamanH02","4692SthNStUJ"
"conf/sigmod/RamanH02","F0T3KimkbGcJ"
"conf/sigmod/RamanH02","Oh2u3cZ3zJ0J"
"conf/sigmod/RamaswamyK95","AL0SfNHykJEJ"
"conf/sigmod/RamaswamyK95","g9Y0KAu_UHQJ"
"conf/sigmod/RamaswamyK95","xnNIRajBihoJ"
"conf/sigmod/RamaswamyRS00","o0vnSBVzRQcJ"
"conf/sigmod/RamaswamyRS00","VJIHPbki2uAJ"
"conf/sigmod/RaoBG96","UmM1k4NoD2IJ"
"conf/sigmod/RaoBG96","yh6y4XWemYUJ"
"conf/sigmod/RaoR00","wp2_GObi-XkJ"
"conf/sigmod/RaoR98","iqZZMPppeKAJ"
"conf/sigmod/RaoR98","uHX7_KIw8uYJ"
"conf/sigmod/RaoR98","WlSXiMaxGlQJ"
"conf/sigmod/RaoZML02","7Ucs6vmjHN0J"
"conf/sigmod/RaoZML02","c2PgXbSSAFcJ"
"conf/sigmod/ReinwaldP98","QAjOGW-ffQIJ"
"conf/sigmod/ReinwaldP98","y_H9p9Lqj3IJ"
"conf/sigmod/ReissK03","L1m30vG-d5sJ"
"conf/sigmod/ReveszCKLLW00","bx_A3QEqKhEJ"
"conf/sigmod/ReveszCKLLW00","qxShx7aNiuEJ"
"conf/sigmod/RiedelFGN00","ospJVA6AD1sJ"
"conf/sigmod/RiedewaldAA02","AFKhL1I3L9AJ"
"conf/sigmod/RiedewaldAA02","nQvBo5KHITYJ"
"conf/sigmod/RinfretOO01","pyqtmrPg24YJ"
"conf/sigmod/Rodriguez-Martinez00","ZX_Rn4h2st0J"
"conf/sigmod/RodriguezR00","Bzj3hMdoqVoJ"
"conf/sigmod/RodriguezR00","dVDzCb6fuJ0J"
"conf/sigmod/RodriguezR00","fL_WoorIDAoJ"
"conf/sigmod/RodriguezR00","gi7N9eQiTx4J"
"conf/sigmod/RodriguezR00","MCDgDxsc8rcJ"
"conf/sigmod/RodriguezR00","UF4wxbIa6FMJ"
"conf/sigmod/Rosenthal01","url:http://portal.acm.org/citation.cfm%3Fid%3D375796"
"conf/sigmod/Rosenthal01","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375796%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/Ross00","9sm_ptv5pmYJ"
"conf/sigmod/RossSS96","iurxdvB6oLAJ"
"conf/sigmod/RothAHCCFSTW96","2i9wDNdFZM8J"
"conf/sigmod/RothAHCCFSTW96","l1tbsG6UXaMJ"
"conf/sigmod/RothAHCCFSTW96","PurSnqtdtCgJ"
"conf/sigmod/RothAHCCFSTW96","QzW5By67KwcJ"
"conf/sigmod/RothAHCCFSTW96","r3GI5ly9cuIJ"
"conf/sigmod/RothAHCCFSTW96","yfTTlN56sCUJ"
"conf/sigmod/RoussopoulosKR97","H7Pi4AQU00YJ"
"conf/sigmod/RoussopoulosKV95","00c1qmRdM5IJ"
"conf/sigmod/RoussopoulosKV95","Dd0_gi74jCQJ"
"conf/sigmod/RoussopoulosKV95","efwTNo1wRnMJ"
"conf/sigmod/RoussopoulosKV95","fKiXyCQ0LNgJ"
"conf/sigmod/RoussopoulosKV95","iIF6sbKPp30J"
"conf/sigmod/RoussopoulosKV95","imAsAkfukSYJ"
"conf/sigmod/RoussopoulosKV95","y8Sm4Sh4hokJ"
"conf/sigmod/RoySSB00","0MCbJO8XsEoJ"
"conf/sigmod/RoySSB00","BJBeZ446Yc0J"
"conf/sigmod/RoySSB00","OcqnRp-Xz70J"
"conf/sigmod/RoySSB00","OV6n7LhOe_cJ"
"conf/sigmod/RoySSB00","OZHS88jHgDkJ"
"conf/sigmod/RundensteinerCCSO00","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335496%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/RundensteinerCLCZNJLW99","SADcQZhMqgEJ"
"conf/sigmod/RundensteinerKRCJM96","38HoFGLnxkQJ"
"conf/sigmod/RundensteinerKRCJM96","CXih3vmijaoJ"
"conf/sigmod/RundensteinerKRCJM96","nyHFfFtClVsJ"
"conf/sigmod/RundensteinerKRCJM96","Rh68dFgQfS4J"
"conf/sigmod/RundensteinerKRCJM96","UEaXoXn3DicJ"
"conf/sigmod/RundensteinerKZWLLN99","2XRfNjwuDrsJ"
"conf/sigmod/RundensteinerWYD02","7MfXAAdBQ2EJ"
"conf/sigmod/SagonasSW94","0hHYO7tQJUgJ"
"conf/sigmod/SagonasSW94","ezmsDUMWUJEJ"
"conf/sigmod/SagonasSW94","nDGblldnEGAJ"
"conf/sigmod/SagonasSW94","nF5iGEtihWYJ"
"conf/sigmod/SagonasSW94","uAoWmK-jEGAJ"
"conf/sigmod/SagonasSW94","xc8KEoeRT9sJ"
"conf/sigmod/SagonasSW94","zOre6B5JTkoJ"
"conf/sigmod/SagonasSW94a","0hHYO7tQJUgJ"
"conf/sigmod/SagonasSW94a","ezmsDUMWUJEJ"
"conf/sigmod/SagonasSW94a","nDGblldnEGAJ"
"conf/sigmod/SagonasSW94a","nF5iGEtihWYJ"
"conf/sigmod/SagonasSW94a","uAoWmK-jEGAJ"
"conf/sigmod/SagonasSW94a","xc8KEoeRT9sJ"
"conf/sigmod/Sahuguet01","1psqlswyLR0J"
"conf/sigmod/Sahuguet01","xb63RaGQYmYJ"
"conf/sigmod/SalemBCL00","FElMcikK2GUJ"
"conf/sigmod/SaltenisJLL00","a7v0bHRrpjMJ"
"conf/sigmod/SaltenisJLL00","e0UYPB4kRCYJ"
"conf/sigmod/SaltenisJLL00","Klh7nU-G4-IJ"
"conf/sigmod/SaltenisJLL00","LMm4_4_uNNoJ"
"conf/sigmod/SaltenisJLL00","odsY0ehPPhIJ"
"conf/sigmod/SaltenisJLL00","Q1TF7XE9xkAJ"
"conf/sigmod/SaltenisJLL00","QZQt-pSMhYQJ"
"conf/sigmod/SaltenisJLL00","tuMjUVnPdXAJ"
"conf/sigmod/SaltenisJLL00","wISxjPqlwZoJ"
"conf/sigmod/SaltenisJLL00","wnMZjFGvYVQJ"
"conf/sigmod/SaltenisJLL00","zM0o4FoKRXIJ"
"conf/sigmod/Sarawagi00","H_bdYlpD79oJ"
"conf/sigmod/Sarawagi00","-cYYeoF2GwMJ"
"conf/sigmod/SarawagiTA98","0Vmsc0oib2kJ"
"conf/sigmod/SarawagiTA98","gSP43Tr3KTgJ"
"conf/sigmod/SarawagiTA98","kT7z4mcwLrYJ"
"conf/sigmod/SarawagiTA98","SLmQWvsYtKYJ"
"conf/sigmod/SarawagiTA98","ut4Y99B1094J"
"conf/sigmod/SarawagiTA98","wkgGoKqPVzQJ"
"conf/sigmod/SarawagiTA98","ZLUo-gCGx5EJ"
"conf/sigmod/SchleimerWA03","nCRFjDfhOmcJ"
"conf/sigmod/SchusterW01","59akjz-Qe9IJ"
"conf/sigmod/SeidlK98","B8MoLkcvms4J"
"conf/sigmod/SeidlK98","TodiMgxv4vMJ"
"conf/sigmod/SelfridgeSW96","4ucV5h3-YvMJ"
"conf/sigmod/SelfridgeSW96","V2Wysmw3ti4J"
"conf/sigmod/SengarH03","7Mtanhr8EKoJ"
"conf/sigmod/Seshadri99","B855ccGhBu4J"
"conf/sigmod/Seshadri99","url:http://portal.acm.org/citation.cfm%3Fid%3D304182.304226"
"conf/sigmod/SeshadriHPLRSSS96","3OxZS395vDcJ"
"conf/sigmod/SeshadriHPLRSSS96","Elpbl8vygYoJ"
"conf/sigmod/SeshadriLR94","60I0j0qUHVYJ"
"conf/sigmod/SeshadriLR94","cL_OKIQDvmQJ"
"conf/sigmod/SeshadriLR94","G4N8qaBAG4kJ"
"conf/sigmod/SeshadriP97","Df8s-N_5U3EJ"
"conf/sigmod/SeshadriP97","f9POLlECN2gJ"
"conf/sigmod/SeshadriP97","wozKEQCoZvwJ"
"conf/sigmod/ShahC01","2wGOv6yh4yIJ"
"conf/sigmod/ShanmugasundaramNSR99","DZI4GwpYBOcJ"
"conf/sigmod/ShanmugasundaramNSR99","eQjFv7QxsQQJ"
"conf/sigmod/ShanmugasundaramNSR99","Nia28ZMfCpEJ"
"conf/sigmod/ShanmugasundaramNSR99","ODvDsK1VEicJ"
"conf/sigmod/ShanmugasundaramNSR99","tOo-2IqYbpkJ"
"conf/sigmod/ShanmugasundaramNSR99","w_oXiQ-bR70J"
"conf/sigmod/Shasha97","Q-KG8a3_BmIJ"
"conf/sigmod/Shasha97","r2TwyhAdYecJ"
"conf/sigmod/ShashaB02","3HUnvGuXtZEJ"
"conf/sigmod/ShashaB02","DEl2TsijDYEJ"
"conf/sigmod/ShashaB02a","3HUnvGuXtZEJ"
"conf/sigmod/ShashaB02a","DEl2TsijDYEJ"
"conf/sigmod/ShashaB02a","url:http://portal.acm.org/citation.cfm%3Fid%3D564691.564798%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3D564691%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/ShatdalN95","nbU59lK7JJYJ"
"conf/sigmod/ShenNSHS03","LjrsWIr3rhAJ"
"conf/sigmod/ShenoyHSBBS00","SipDBj3SOb4J"
"conf/sigmod/ShenoyHSBBS00","Z2CAABdqG5UJ"
"conf/sigmod/ShenoyHSBBS00","ZJRIE5CMDZAJ"
"conf/sigmod/Sheth95","0CD9uUPdnbUJ"
"conf/sigmod/Sheth95","eU-7sSXW5jEJ"
"conf/sigmod/Sheth95","JrkRUbNsLwEJ"
"conf/sigmod/Sheth95","TuZ-fjos6I0J"
"conf/sigmod/Sheth95","ULJo4TD7B64J"
"conf/sigmod/ShintaniK98","9dllFM2Tr5oJ"
"conf/sigmod/ShintaniK98","JfxEos8BQDAJ"
"conf/sigmod/ShintaniK98","Zd4RU49YmRgJ"
"conf/sigmod/ShivakumarG97","4ioZ9JSSjVQJ"
"conf/sigmod/ShklarSKT95","4IaWCBK6dMQJ"
"conf/sigmod/ShouCTRH01","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375755%26type%3Dpdf%26dl%3DGUIDE%26dl%3DGUIDE%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/ShuklaD00","07dT02YX07AJ"
"conf/sigmod/ShuklaD00","kcrWfQEI9G8J"
"conf/sigmod/ShuklaD00","yGz8BLxbPPcJ"
"conf/sigmod/Shyy95","OjZoGJLFGqIJ"
"conf/sigmod/SimmenSM96","XVP8s4K0Bg4J"
"conf/sigmod/SinghTW94","uAQ-tJ0j4nkJ"
"conf/sigmod/SionAP03","_L0DhCpFaXMJ"
"conf/sigmod/SismanisDRK02","bCj32WyDQ0IJ"
"conf/sigmod/SismanisDRK02","seSeL2gsCJoJ"
"conf/sigmod/SismanisDRK02","Y21HA44xuQ4J"
"conf/sigmod/SismanisDRK02","yGIQGlCDaJgJ"
"conf/sigmod/SistlaW95","gLjn4f4f63wJ"
"conf/sigmod/SistlaW95","J3XZUbzCxjEJ"
"conf/sigmod/SistlaW95","KO3FcQ57_rkJ"
"conf/sigmod/SistlaW95","voZSiqM4epgJ"
"conf/sigmod/SlivinskasJS01","oAVbM_vepr8J"
"conf/sigmod/Smith01","5wh3Y-mBqJQJ"
"conf/sigmod/Smith01","WfKk1v3VamgJ"
"conf/sigmod/Spiro98","u4ZAi-DRoHkJ"
"conf/sigmod/Squire95","ery6k1e8h_sJ"
"conf/sigmod/SrikantA96","9t4Mce85HT4J"
"conf/sigmod/SrikantA96","Cm66C3yYtdgJ"
"conf/sigmod/SrikantA96","KVEv4thH4CgJ"
"conf/sigmod/SrikantA96","KwgLlNLlaTcJ"
"conf/sigmod/SrikantA96","o8sObeHIA40J"
"conf/sigmod/SrikantA96","oAlX0rVQqlIJ"
"conf/sigmod/SrikantA96","OASIyc-vi9EJ"
"conf/sigmod/SrikantA96","Sf7DDYXGGD8J"
"conf/sigmod/SrikantA96","tTQpdbZYZGoJ"
"conf/sigmod/SrikantA96","WkXM8o_flrEJ"
"conf/sigmod/SrikantA96","WSVs3nCRe8EJ"
"conf/sigmod/SrikantA96","ZBuWjiVOE94J"
"conf/sigmod/SrikantA96","ZcsYVbukXTsJ"
"conf/sigmod/StoltePAG03","9WTNlminW6AJ"
"conf/sigmod/Stonebraker03","_CGWFOx5yt0J"
"conf/sigmod/Stonebraker98","LjfcoraomoEJ"
"conf/sigmod/Stonebraker98","Tpkccl5rvR0J"
"conf/sigmod/StonebrakerH01","ltEmsluBrYkJ"
"conf/sigmod/StonebrakerH01","opMsehfY-XoJ"
"conf/sigmod/StonebrakerH01","-IsKQcTBYi4J"
"conf/sigmod/SubramanianV98","KxwymZ2AGNQJ"
"conf/sigmod/Suciu99","FOpGGQJyLLsJ"
"conf/sigmod/SunAA03","wR6CGftUyH0J"
"conf/sigmod/SwamiS94","S6TmnZKgmxwJ"
"conf/sigmod/SzalayGKT00","1kKap3JyndkJ"
"conf/sigmod/SzalayGKT00","2ikeMlH1BGsJ"
"conf/sigmod/SzalayGKT00","4yvrgPBJUBYJ"
"conf/sigmod/SzalayGKT00","5Q_6HLwZ2YIJ"
"conf/sigmod/SzalayGKT00","6Kdau1eh-hMJ"
"conf/sigmod/SzalayGKT00","GYR0v7CFkP0J"
"conf/sigmod/SzalayGKT00","oPgy1SYoptgJ"
"conf/sigmod/SzalayGKT00","T4os1oo8vT4J"
"conf/sigmod/SzalayGKT00","YVCi81Vp9KAJ"
"conf/sigmod/SzalayGKT00","ZXB1xI2h-HkJ"
