"id","title","authors","venue","year"
"conf/vldb/DattaDTVRF01","A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration","Anindya Datta, Kaushik Dutta, Helen M. Thomas, Debra E. VanderMeer, Krithi Ramamritham, Dan Fishman","VLDB","2001"
"journals/sigmod/JaegerF95","An Annotated Bibliography on Active Databases","Johann Christoph Freytag, Ulrike Jaeger","SIGMOD Record","1995"
"conf/sigmod/KalnisNOPT02","An adaptive peer-to-peer network for distributed caching of OLAP results","Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan, Wee Siong Ng, Panos Kalnis","SIGMOD Conference","2002"
"conf/sigmod/PaparizosACJLNPSWWY03","TIMBER: A Native System for Querying XML","Laks V. S. Lakshmanan, Stelios Paparizos, Nuwee Wiwatwattana, Cong Yu, Jignesh M. Patel, H. V. Jagadish, Andrew Nierman, Divesh Srivastava, Adriane Chapman, Yuqing Wu, Shurug Al-Khalifa","SIGMOD Conference","2003"
"journals/tods/Kim94","Charter and Scope","Won Kim","ACM Trans. Database Syst.","1994"
"conf/vldb/RamamurthyDS02","A Case for Fractured Mirrors","Ravishankar Ramamurthy, Qi Su, David J. DeWitt","VLDB","2002"
"conf/vldb/GarofalakisG01","Approximate Query Processing: Taming the TeraBytes","Minos N. Garofalakis, Phillip B. Gibbons","VLDB","2001"
"conf/sigmod/KiesslingHFE01","COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003","SIGMOD Conference","2001"
"conf/vldb/PedersenJD99","Extending Practical Pre-Aggregation in On-Line Analytical Processing","Torben Bach Pedersen, Curtis E. Dyreson, Christian S. Jensen","VLDB","1999"
"conf/sigmod/Shasha97","Lessons from Wall Street: Case Studies in Configuration, Tuning, and Distribution (Tutorial)","Dennis Shasha","SIGMOD Conference","1997"
"conf/vldb/LuSL95","NeuroRule: A Connectionist Approach to Data Mining","Hongjun Lu, Huan Liu, Rudy Setiono","VLDB","1995"
"conf/sigmod/IoannidisLANT97","ZOO: A Desktop Emperiment Management Environment","Anastassia Ailamaki, Andrew Therber, Yannis E. Ioannidis, Anand Narayanan, Miron Livny","SIGMOD Conference","1997"
"conf/sigmod/ChenCPPSTM00","Internet Traffic Warehouse","Claudio Petrone, Marco Mesiti, Munir Cochinwala, Patrizia Santa, Chung-Min Chen, Sunil Samtani, Marc Pucci","SIGMOD Conference","2000"
"conf/vldb/JagadishMN99","Semantic Compression and Pattern Extraction with Fascicles","J. Madar, Raymond T. Ng, H. V. Jagadish","VLDB","1999"
"conf/vldb/Dayal99","Industrial Panel on Data Warehousing Technologies: Experiences, Challenges, and Directions","Umeshwar Dayal","VLDB","1999"
"conf/sigmod/MotakisZ97","Temporal Aggregation in Active Database Rules","Iakovos Motakis, Carlo Zaniolo","SIGMOD Conference","1997"
"conf/sigmod/ColletC95","The NAOS System","Christine Collet, Thierry Coupaye","SIGMOD Conference","1995"
"conf/sigmod/Galhardas00","AJAX: An Extensible Data Cleaning Tool","Daniela Florescu, Helena Galhardas, Dennis Shasha, Eric Simon","SIGMOD Conference","2000"
"conf/sigmod/RoussopoulosKV95","Nearest Neighbor Queries","Stephen Kelley, Fr�d�ic Vincent, Nick Roussopoulos","SIGMOD Conference","1995"
"conf/vldb/PellenkoftLK97","The Complexity of Transformation-Based Join Enumeration","C�sar A. Galindo-Legaria, Martin L. Kersten, Arjan Pellenkoft","VLDB","1997"
"conf/vldb/HuangJR97","Spatial Joins Using R-trees: Breadth-First Traversal with Global Optimizations","Ning Jing, Yun-Wu Huang, Elke A. Rundensteiner","VLDB","1997"
"conf/vldb/SchindlerAG03","Lachesis: Robust Database Storage Management Based on Device-specific Performance Characteristics","Anastassia Ailamaki, Jiri Schindler, Gregory R. Ganger","VLDB","2003"
"journals/sigmod/PissinouSEMOPSTD94","Towards an Infrastructure for Temporal Databases: Report of an Invitational ARPA/NSF Workshop","Ramez Elmasri, Richard T. Snodgrass, Babis Theodoulidis, Inderpal Singh Mumick, Arie Segev, M. Tamer �zsu, Umeshwar Dayal, Niki Pissinou, Barbara Pernici","SIGMOD Record","1994"
"conf/vldb/BargaP95","A Practical and Modular Implementation of Extended Transaction Models","Roger S. Barga, Calton Pu","VLDB","1995"
"conf/vldb/Hammond96","Using Referential Integrity To Easily Define Consistent Subset Replicas","Brad Hammond","VLDB","1996"
"conf/vldb/CasatiDGS01","Improving Business Process Quality through Exception Understanding, Prediction, and Prevention","Fabio Casati, Daniela Grigori, Umeshwar Dayal, Ming-Chien Shan","VLDB","2001"
"journals/tods/DattaVCK99","Broadcast Protocols to Support Efficient Retrieval from Databases by Mobile Users","Anindya Datta, Vijay Kumar, Aslihan Celik, Debra E. VanderMeer","ACM Trans. Database Syst.","1999"
"journals/sigmod/SycaraKWL99","Dynamic Service Matchmaking Among Agents in Open Information Environments","Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu","SIGMOD Record","1999"
"journals/tods/GutingBEJLSV00","A foundation for representing and quering moving objects","Michael H. B�hlen, Christian S. Jensen, Michalis Vazirgiannis, Nikos A. Lorentzos, Markus Schneider, Ralf Hartmut G�ting, Martin Erwig","ACM Trans. Database Syst.","2000"
"conf/sigmod/Blakeley96","Data Access for the Masses through OLE DB","Jos� A. Blakeley","SIGMOD Conference","1996"
"conf/vldb/Wadler01","Et tu, XML? The downfall of the relational empire (abstract)","Philip Wadler","VLDB","2001"
"conf/vldb/SeegerBBKSDS01","XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries","Bj�rn Blohsfeld, Jens-Peter Dittrich, Martin Schneider, Bernhard Seeger, Tobias Sch�fer, Jochen Van den Bercken, J�rgen Kr�mer","VLDB","2001"
"journals/vldb/AtkinsonM95","Orthogonally Persistent Object Systems","Malcolm P. Atkinson, Ronald Morrison","VLDB J.","1995"
"conf/vldb/YuPM03","Distributed Top-N Query Processing with Possibly Uncooperative Local Systems","Clement T. Yu, Weiyi Meng, George Philip","VLDB","2003"
"journals/vldb/Sciore94","Versioning and Configuration Management in an Object-Oriented Data Model","Edward Sciore","VLDB J.","1994"
"conf/sigmod/ChaudhuriGN02","Compressing SQL workloads","Surajit Chaudhuri, Ashish Kumar Gupta, Vivek R. Narasayya","SIGMOD Conference","2002"
"journals/tods/AikenHW95","Static Analysis Techniques for Predicting the Behavior of Active Database Rules","Alexander Aiken, Jennifer Widom, Joseph M. Hellerstein","ACM Trans. Database Syst.","1995"
