"ID","name","phone_number"
"http://www.okkam.org/oaie/restaurant2-Restaurant752","wa-ha-ka oaxaca mexican grill","415-775-1055"
"http://www.okkam.org/oaie/restaurant2-Restaurant396","french quarter food shop","404/875-2489"
"http://www.okkam.org/oaie/restaurant2-Restaurant219","china grill","212/333-7788"
"http://www.okkam.org/oaie/restaurant2-Restaurant218","chiam","212/371-2323"
"http://www.okkam.org/oaie/restaurant2-Restaurant217","chez jacqueline","212/505-0727"
"http://www.okkam.org/oaie/restaurant2-Restaurant216","cendrillon asian grill & marimba bar","212/343-9012"
"http://www.okkam.org/oaie/restaurant2-Restaurant211","caffe vivaldi","212/691-7538"
"http://www.okkam.org/oaie/restaurant2-Restaurant210","caffe roma","212/226-8413"
"http://www.okkam.org/oaie/restaurant2-Restaurant215","casa la femme","212/505-0005"
"http://www.okkam.org/oaie/restaurant2-Restaurant214","captain's table","212/697-9538"
"http://www.okkam.org/oaie/restaurant2-Restaurant213","capsouto freres","212/966-4900"
"http://www.okkam.org/oaie/restaurant2-Restaurant212","caffe bondi ristorante","212/691-8136"
"http://www.okkam.org/oaie/restaurant2-Restaurant708","original pancake house (at)","404-237-4116"
"http://www.okkam.org/oaie/restaurant2-Restaurant709","palm  the (atlanta)","404-814-1955"
"http://www.okkam.org/oaie/restaurant2-Restaurant32","dawat","212-355-7555"
"http://www.okkam.org/oaie/restaurant2-Restaurant33","felidia","212-758-1479"
"http://www.okkam.org/oaie/restaurant2-Restaurant30","chanterelle","212-966-6960"
"http://www.okkam.org/oaie/restaurant2-Restaurant31","daniel","212-288-0033"
"http://www.okkam.org/oaie/restaurant2-Restaurant703","majestic","404-875-0276"
"http://www.okkam.org/oaie/restaurant2-Restaurant37","island spice","212-765-1737"
"http://www.okkam.org/oaie/restaurant2-Restaurant36","gramercy tavern","212-477-0777"
"http://www.okkam.org/oaie/restaurant2-Restaurant702","lettuce souprise you (at)","770-418-9969"
"http://www.okkam.org/oaie/restaurant2-Restaurant35","gotham bar & grill","212-620-4020"
"http://www.okkam.org/oaie/restaurant2-Restaurant701","la fonda latina","404-303-8201"
"http://www.okkam.org/oaie/restaurant2-Restaurant34","four seasons","212-754-9494"
"http://www.okkam.org/oaie/restaurant2-Restaurant700","kalo's coffee house","404-325-3733"
"http://www.okkam.org/oaie/restaurant2-Restaurant707","nuevo laredo cantina","404-352-9009"
"http://www.okkam.org/oaie/restaurant2-Restaurant706","nava","404-240-1984"
"http://www.okkam.org/oaie/restaurant2-Restaurant705","my thai","404-636-4280"
"http://www.okkam.org/oaie/restaurant2-Restaurant39","la caravelle","212-586-4252"
"http://www.okkam.org/oaie/restaurant2-Restaurant38","jo jo","212-223-5656"
"http://www.okkam.org/oaie/restaurant2-Restaurant704","morton's of chicago (atlanta)","404-577-4366"
"http://www.okkam.org/oaie/restaurant2-Restaurant719","white house restaurant","404-237-7601"
"http://www.okkam.org/oaie/restaurant2-Restaurant20","spago (los angeles)","310-652-4025"
"http://www.okkam.org/oaie/restaurant2-Restaurant21","valentino","310-829-4313"
"http://www.okkam.org/oaie/restaurant2-Restaurant22","yujean kang's","818-585-0855"
"http://www.okkam.org/oaie/restaurant2-Restaurant710","rainbow restaurant","404-633-3538"
"http://www.okkam.org/oaie/restaurant2-Restaurant712","riviera","404-262-7112"
"http://www.okkam.org/oaie/restaurant2-Restaurant24","aquavit","212-307-7311"
"http://www.okkam.org/oaie/restaurant2-Restaurant711","ritz-carlton cafe (atlanta)","404-659-0400"
"http://www.okkam.org/oaie/restaurant2-Restaurant23","21 club","212-582-7200"
"http://www.okkam.org/oaie/restaurant2-Restaurant714","soto","404-233-2005"
"http://www.okkam.org/oaie/restaurant2-Restaurant26","cafe lalo","212-496-6031"
"http://www.okkam.org/oaie/restaurant2-Restaurant713","silver skillet  the","404-874-1388"
"http://www.okkam.org/oaie/restaurant2-Restaurant25","aureole","212-319-1660"
"http://www.okkam.org/oaie/restaurant2-Restaurant716","tortillas","404-892-0193"
"http://www.okkam.org/oaie/restaurant2-Restaurant28","carmine's","212-362-2200"
"http://www.okkam.org/oaie/restaurant2-Restaurant715","thelma's kitchen","404-688-5855"
"http://www.okkam.org/oaie/restaurant2-Restaurant27","cafe des artistes","212-877-3500"
"http://www.okkam.org/oaie/restaurant2-Restaurant718","veggieland","404-231-3111"
"http://www.okkam.org/oaie/restaurant2-Restaurant717","van gogh's restaurant & bar","770-993-1156"
"http://www.okkam.org/oaie/restaurant2-Restaurant29","carnegie deli","212-757-2245"
"http://www.okkam.org/oaie/restaurant2-Restaurant288","le jardin","212/343-9599"
"http://www.okkam.org/oaie/restaurant2-Restaurant287","le gamin","212/254-4678"
"http://www.okkam.org/oaie/restaurant2-Restaurant286","le colonial","212/ 752-0808"
"http://www.okkam.org/oaie/restaurant2-Restaurant285","le chantilly","212/751-2931"
"http://www.okkam.org/oaie/restaurant2-Restaurant289","le madri","212/727-8022"
"http://www.okkam.org/oaie/restaurant2-Restaurant290","le marais","212/869-0900"
"http://www.okkam.org/oaie/restaurant2-Restaurant291","le perigord","212/755-6244"
"http://www.okkam.org/oaie/restaurant2-Restaurant294","lincoln tavern","212/721-8271"
"http://www.okkam.org/oaie/restaurant2-Restaurant295","lola","212/675-6700"
"http://www.okkam.org/oaie/restaurant2-Restaurant292","le select","212/875-1993"
"http://www.okkam.org/oaie/restaurant2-Restaurant293","les halles","212/679-4111"
"http://www.okkam.org/oaie/restaurant2-Restaurant297","mad fish","212/787-0202"
"http://www.okkam.org/oaie/restaurant2-Restaurant296","lucky strike","212/941-0479"
"http://www.okkam.org/oaie/restaurant2-Restaurant299","mangia e bevi","212/956-3976"
"http://www.okkam.org/oaie/restaurant2-Restaurant298","main street","212/873-5025"
"http://www.okkam.org/oaie/restaurant2-Restaurant89","ritz-carlton cafe (buckhead)","404-237-2700"
"http://www.okkam.org/oaie/restaurant2-Restaurant83","heera of india","404-876-4408"
"http://www.okkam.org/oaie/restaurant2-Restaurant84","indigo coastal grill","404-876-0676"
"http://www.okkam.org/oaie/restaurant2-Restaurant81","georgia grille","404-352-3517"
"http://www.okkam.org/oaie/restaurant2-Restaurant82","hedgerose heights inn  the","404-233-7673"
"http://www.okkam.org/oaie/restaurant2-Restaurant87","nikolai's roof","404-221-6362"
"http://www.okkam.org/oaie/restaurant2-Restaurant88","pano's & paul's","404-261-3662"
"http://www.okkam.org/oaie/restaurant2-Restaurant85","la grotta","404-231-1368"
"http://www.okkam.org/oaie/restaurant2-Restaurant86","mary mac's tea room","404-876-1800"
"http://www.okkam.org/oaie/restaurant2-Restaurant80","delectables","404-681-2909"
"http://www.okkam.org/oaie/restaurant2-Restaurant92","toulouse","404-351-9533"
"http://www.okkam.org/oaie/restaurant2-Restaurant5","chinois on main","310-392-9025"
"http://www.okkam.org/oaie/restaurant2-Restaurant93","veni vidi vici","404-875-8424"
"http://www.okkam.org/oaie/restaurant2-Restaurant6","citrus","213-857-0034"
"http://www.okkam.org/oaie/restaurant2-Restaurant94","alain rondelli","415-387-0408"
"http://www.okkam.org/oaie/restaurant2-Restaurant3","cafe bizou","818-788-3536"
"http://www.okkam.org/oaie/restaurant2-Restaurant95","aqua","415-956-9662"
"http://www.okkam.org/oaie/restaurant2-Restaurant4","campanile","213-938-1447"
"http://www.okkam.org/oaie/restaurant2-Restaurant96","boulevard","415-543-6084"
"http://www.okkam.org/oaie/restaurant2-Restaurant97","cafe claude","415-392-3505"
"http://www.okkam.org/oaie/restaurant2-Restaurant2","bel-air hotel","310-472-1211"
"http://www.okkam.org/oaie/restaurant2-Restaurant98","campton place","415-955-5555"
"http://www.okkam.org/oaie/restaurant2-Restaurant99","chez michel","415-775-7036"
"http://www.okkam.org/oaie/restaurant2-Restaurant0","arnie morton's of chicago","310-246-1501"
"http://www.okkam.org/oaie/restaurant2-Restaurant9","grill  the","310-276-0615"
"http://www.okkam.org/oaie/restaurant2-Restaurant90","ritz-carlton dining room (buckhead)","404-237-2700"
"http://www.okkam.org/oaie/restaurant2-Restaurant7","fenix at the argyle","213-848-6677"
"http://www.okkam.org/oaie/restaurant2-Restaurant91","ritz-carlton restaurant","404-659-0400"
"http://www.okkam.org/oaie/restaurant2-Restaurant8","granita","310-456-0488"
"http://www.okkam.org/oaie/restaurant2-Restaurant47","mesa grill","212-807-7400"
"http://www.okkam.org/oaie/restaurant2-Restaurant48","mi cocina","212-627-8273"
"http://www.okkam.org/oaie/restaurant2-Restaurant45","manhattan ocean club","212-371-7777"
"http://www.okkam.org/oaie/restaurant2-Restaurant46","march","212-754-6272"
"http://www.okkam.org/oaie/restaurant2-Restaurant49","montrachet","212-219-2777"
"http://www.okkam.org/oaie/restaurant2-Restaurant40","la cote basque","212-688-6525"
"http://www.okkam.org/oaie/restaurant2-Restaurant44","lutece","212-752-2225"
"http://www.okkam.org/oaie/restaurant2-Restaurant43","lespinasse (new york city)","212-339-6719"
"http://www.okkam.org/oaie/restaurant2-Restaurant42","les celebrites","212-484-5113"
"http://www.okkam.org/oaie/restaurant2-Restaurant41","le bernardin","212-489-1515"
"http://www.okkam.org/oaie/restaurant2-Restaurant56","river cafe","718-522-5200"
"http://www.okkam.org/oaie/restaurant2-Restaurant57","san domenico","212-265-5959"
"http://www.okkam.org/oaie/restaurant2-Restaurant58","second avenue deli","212-677-0606"
"http://www.okkam.org/oaie/restaurant2-Restaurant59","seryna","212-980-9393"
"http://www.okkam.org/oaie/restaurant2-Restaurant51","park avenue cafe (new york city)","212-644-1900"
"http://www.okkam.org/oaie/restaurant2-Restaurant50","oceana","212-759-5941"
"http://www.okkam.org/oaie/restaurant2-Restaurant53","picholine","212-724-8585"
"http://www.okkam.org/oaie/restaurant2-Restaurant52","petrossian","212-245-2214"
"http://www.okkam.org/oaie/restaurant2-Restaurant55","rainbow room","212-632-5000"
"http://www.okkam.org/oaie/restaurant2-Restaurant54","pisces","212-260-6660"
"http://www.okkam.org/oaie/restaurant2-Restaurant69","le montrachet bistro","702-732-5651"
"http://www.okkam.org/oaie/restaurant2-Restaurant67","chin's","702-733-8899"
"http://www.okkam.org/oaie/restaurant2-Restaurant68","coyote cafe (las vegas)","702-891-7349"
"http://www.okkam.org/oaie/restaurant2-Restaurant66","virgil's real bbq","212-921-9494"
"http://www.okkam.org/oaie/restaurant2-Restaurant65","union square cafe","212-243-4020"
"http://www.okkam.org/oaie/restaurant2-Restaurant64","uncle nick's","212-245-7992"
"http://www.okkam.org/oaie/restaurant2-Restaurant63","tavern on the green","212-873-3200"
"http://www.okkam.org/oaie/restaurant2-Restaurant62","smith & wollensky","212-753-1530"
"http://www.okkam.org/oaie/restaurant2-Restaurant61","sign of the dove","212-861-8080"
"http://www.okkam.org/oaie/restaurant2-Restaurant60","shun lee palace","212-371-8844"
"http://www.okkam.org/oaie/restaurant2-Restaurant78","buckhead diner","404-262-3336"
"http://www.okkam.org/oaie/restaurant2-Restaurant79","ciboulette restaurant","404-874-7600"
"http://www.okkam.org/oaie/restaurant2-Restaurant75","bacchanalia","404-365-0410"
"http://www.okkam.org/oaie/restaurant2-Restaurant74","abruzzi","404-261-8186"
"http://www.okkam.org/oaie/restaurant2-Restaurant77","brasserie le coze","404-266-1440"
"http://www.okkam.org/oaie/restaurant2-Restaurant76","bone's restaurant","404-237-2663"
"http://www.okkam.org/oaie/restaurant2-Restaurant71","second street grill","702-385-6277"
"http://www.okkam.org/oaie/restaurant2-Restaurant70","palace court","702-731-7110"
"http://www.okkam.org/oaie/restaurant2-Restaurant73","tillerman  the","702-731-4036"
"http://www.okkam.org/oaie/restaurant2-Restaurant72","steak house  the","702-734-0410"
"http://www.okkam.org/oaie/restaurant2-Restaurant310","morton's","212/972-3315"
"http://www.okkam.org/oaie/restaurant2-Restaurant311","motown cafe","212/581-8030"
"http://www.okkam.org/oaie/restaurant2-Restaurant312","new york kom tang soot bul house","212/ 947-8482"
"http://www.okkam.org/oaie/restaurant2-Restaurant313","new york noodletown","212/349-0923"
"http://www.okkam.org/oaie/restaurant2-Restaurant314","newsbar","212/255-3996"
"http://www.okkam.org/oaie/restaurant2-Restaurant315","odeon","212/233-0507"
"http://www.okkam.org/oaie/restaurant2-Restaurant316","orso","212/489-7212"
"http://www.okkam.org/oaie/restaurant2-Restaurant317","osteria al droge","212/944-3643"
"http://www.okkam.org/oaie/restaurant2-Restaurant318","otabe","212/223-7575"
"http://www.okkam.org/oaie/restaurant2-Restaurant319","pacifica","212/941-4168"
"http://www.okkam.org/oaie/restaurant2-Restaurant514","stars","415/861-7827"
"http://www.okkam.org/oaie/restaurant2-Restaurant513","splendido embarcadero","415/986-3222"
"http://www.okkam.org/oaie/restaurant2-Restaurant516","stoyanof's cafe","415/664-3664"
"http://www.okkam.org/oaie/restaurant2-Restaurant515","stars cafe","415/861-4344"
"http://www.okkam.org/oaie/restaurant2-Restaurant518","suppenkuche","415/252-9289"
"http://www.okkam.org/oaie/restaurant2-Restaurant517","straits cafe","415/668-1783"
"http://www.okkam.org/oaie/restaurant2-Restaurant519","tadich grill","415/391-2373"
"http://www.okkam.org/oaie/restaurant2-Restaurant510","sanppo","415/346-3486"
"http://www.okkam.org/oaie/restaurant2-Restaurant512","south park cafe","415/495-7275"
"http://www.okkam.org/oaie/restaurant2-Restaurant511","scala's bistro","415/395-8555"
"http://www.okkam.org/oaie/restaurant2-Restaurant302","marichu","212/370-1866"
"http://www.okkam.org/oaie/restaurant2-Restaurant303","marquet patisserie","212/229-9313"
"http://www.okkam.org/oaie/restaurant2-Restaurant300","manhattan cafe","212/888-6556"
"http://www.okkam.org/oaie/restaurant2-Restaurant301","manila garden","212/777-6314"
"http://www.okkam.org/oaie/restaurant2-Restaurant306","mavalli palace","212/679-5535"
"http://www.okkam.org/oaie/restaurant2-Restaurant307","milan cafe and coffee bar","212/807-1801"
"http://www.okkam.org/oaie/restaurant2-Restaurant304","match","212/906-9173"
"http://www.okkam.org/oaie/restaurant2-Restaurant305","matthew's","212/838-4343"
"http://www.okkam.org/oaie/restaurant2-Restaurant308","monkey bar","212/838-2600"
"http://www.okkam.org/oaie/restaurant2-Restaurant309","montien","212/421-4433"
"http://www.okkam.org/oaie/restaurant2-Restaurant505","pastis","415/391-2555"
"http://www.okkam.org/oaie/restaurant2-Restaurant504","pane e vino","415/346-2111"
"http://www.okkam.org/oaie/restaurant2-Restaurant503","palio d'asti","415/395-9800"
"http://www.okkam.org/oaie/restaurant2-Restaurant502","pacific pan pacific hotel","415/929-2087"
"http://www.okkam.org/oaie/restaurant2-Restaurant509","rumpus","415/421-2300"
"http://www.okkam.org/oaie/restaurant2-Restaurant508","rubicon","415/434-4100"
"http://www.okkam.org/oaie/restaurant2-Restaurant507","r&g lounge","415/982-7877"
"http://www.okkam.org/oaie/restaurant2-Restaurant506","perry's","415/922-9022"
"http://www.okkam.org/oaie/restaurant2-Restaurant501","oritalia","415/346-1333"
"http://www.okkam.org/oaie/restaurant2-Restaurant500","one market","415/777-5577"
"http://www.okkam.org/oaie/restaurant2-Restaurant418","south of france","404/325-6963"
"http://www.okkam.org/oaie/restaurant2-Restaurant597","taiko","310-207-7782"
"http://www.okkam.org/oaie/restaurant2-Restaurant419","stringer's fish camp and oyster bar","770/458-7145"
"http://www.okkam.org/oaie/restaurant2-Restaurant598","tommy's","213-389-9060"
"http://www.okkam.org/oaie/restaurant2-Restaurant550","don antonio's","310-209-1422"
"http://www.okkam.org/oaie/restaurant2-Restaurant599","uncle bill's pancake house","310-545-5177"
"http://www.okkam.org/oaie/restaurant2-Restaurant551","duke's","310-652-3100"
"http://www.okkam.org/oaie/restaurant2-Restaurant552","falafel king","310-208-4444"
"http://www.okkam.org/oaie/restaurant2-Restaurant414","rib ranch","404/233-7644"
"http://www.okkam.org/oaie/restaurant2-Restaurant593","ruth's chris steak house (los angeles)","310-859-8744"
"http://www.okkam.org/oaie/restaurant2-Restaurant553","feast from the east","310-475-0400"
"http://www.okkam.org/oaie/restaurant2-Restaurant415","sa tsu ki","404/325-5285"
"http://www.okkam.org/oaie/restaurant2-Restaurant594","shiro","818-799-4774"
"http://www.okkam.org/oaie/restaurant2-Restaurant554","gumbo pot  the","213-933-0358"
"http://www.okkam.org/oaie/restaurant2-Restaurant416","sato sushi and thai","770/449-0033"
"http://www.okkam.org/oaie/restaurant2-Restaurant595","sushi nozawa","818-508-7017"
"http://www.okkam.org/oaie/restaurant2-Restaurant555","hollywood hills coffee shop","213-467-7678"
"http://www.okkam.org/oaie/restaurant2-Restaurant417","south city kitchen","404/873-7358"
"http://www.okkam.org/oaie/restaurant2-Restaurant596","sweet lady jane","213-653-7145"
"http://www.okkam.org/oaie/restaurant2-Restaurant556","indo cafe","310-815-1290"
"http://www.okkam.org/oaie/restaurant2-Restaurant410","palisades","404/350-6755"
"http://www.okkam.org/oaie/restaurant2-Restaurant557","jan's family restaurant","213-651-2866"
"http://www.okkam.org/oaie/restaurant2-Restaurant692","frijoleros","404-892-8226"
"http://www.okkam.org/oaie/restaurant2-Restaurant411","pleasant peasant","404/874-3223"
"http://www.okkam.org/oaie/restaurant2-Restaurant558","jiraffe","310-917-6671"
"http://www.okkam.org/oaie/restaurant2-Restaurant693","greenwood's","770-992-5383"
"http://www.okkam.org/oaie/restaurant2-Restaurant412","pricci","404/237-2941"
"http://www.okkam.org/oaie/restaurant2-Restaurant559","jody maroni's sausage kingdom","310-306-1995"
"http://www.okkam.org/oaie/restaurant2-Restaurant694","harold's barbecue","404-627-9268"
"http://www.okkam.org/oaie/restaurant2-Restaurant413","r.j.'s uptown kitchen & wine bar","404/875-7775"
"http://www.okkam.org/oaie/restaurant2-Restaurant695","havana sandwich shop","404-636-4094"
"http://www.okkam.org/oaie/restaurant2-Restaurant696","house of chan","770-955-9444"
"http://www.okkam.org/oaie/restaurant2-Restaurant697","indian delights","100-813-8212"
"http://www.okkam.org/oaie/restaurant2-Restaurant698","java jive","404-876-6161"
"http://www.okkam.org/oaie/restaurant2-Restaurant699","johnny rockets (at)","770-955-6068"
"http://www.okkam.org/oaie/restaurant2-Restaurant691","flying biscuit  the","404-687-8888"
"http://www.okkam.org/oaie/restaurant2-Restaurant690","eats","404-888-9149"
"http://www.okkam.org/oaie/restaurant2-Restaurant592","russell's burgers","310-596-9556"
"http://www.okkam.org/oaie/restaurant2-Restaurant591","ruby's (la)","818-796-7829"
"http://www.okkam.org/oaie/restaurant2-Restaurant590","rubin's red hots","818-905-6515"
"http://www.okkam.org/oaie/restaurant2-Restaurant409","nickiemoto's: a sushi bar","404/842-0334"
"http://www.okkam.org/oaie/restaurant2-Restaurant588","r-23","213-687-7178"
"http://www.okkam.org/oaie/restaurant2-Restaurant540","bistro 45","818-795-2478"
"http://www.okkam.org/oaie/restaurant2-Restaurant589","rae's","310-828-7937"
"http://www.okkam.org/oaie/restaurant2-Restaurant541","brent's deli","818-886-5679"
"http://www.okkam.org/oaie/restaurant2-Restaurant407","mckinnon's louisiane","404/237-1313"
"http://www.okkam.org/oaie/restaurant2-Restaurant586","pink's famous chili dogs","213-931-4223"
"http://www.okkam.org/oaie/restaurant2-Restaurant689","deacon burton's soulfood restaurant","404-523-1929"
"http://www.okkam.org/oaie/restaurant2-Restaurant408","mi spia dunwoody rd.","770/393-1333"
"http://www.okkam.org/oaie/restaurant2-Restaurant587","poquito mas","818-563-2252"
"http://www.okkam.org/oaie/restaurant2-Restaurant405","luna si","404/355-5993"
"http://www.okkam.org/oaie/restaurant2-Restaurant584","parkway grill","818-795-1001"
"http://www.okkam.org/oaie/restaurant2-Restaurant544","bruno's","310-397-5703"
"http://www.okkam.org/oaie/restaurant2-Restaurant585","pho hoa","213-626-5530"
"http://www.okkam.org/oaie/restaurant2-Restaurant406","mambo restaurante cubano","404/874-2626"
"http://www.okkam.org/oaie/restaurant2-Restaurant545","cafe '50s","310-399-1955"
"http://www.okkam.org/oaie/restaurant2-Restaurant403","little szechuan","770/451-0192"
"http://www.okkam.org/oaie/restaurant2-Restaurant542","brighton coffee shop","310-276-7732"
"http://www.okkam.org/oaie/restaurant2-Restaurant582","ocean star","818-308-2128"
"http://www.okkam.org/oaie/restaurant2-Restaurant404","lowcountry barbecue","404/255-5160"
"http://www.okkam.org/oaie/restaurant2-Restaurant583","original pantry bakery","213-627-6879"
"http://www.okkam.org/oaie/restaurant2-Restaurant543","bristol farms market cafe","310-643-5229"
"http://www.okkam.org/oaie/restaurant2-Restaurant548","chez melange","310-540-1222"
"http://www.okkam.org/oaie/restaurant2-Restaurant401","kamogawa","404/841-0314"
"http://www.okkam.org/oaie/restaurant2-Restaurant683","cafe sunflower","404-256-1675"
"http://www.okkam.org/oaie/restaurant2-Restaurant549","diaghilev","310-854-1111"
"http://www.okkam.org/oaie/restaurant2-Restaurant402","la grotta at ravinia dunwoody rd.","770/395-9925"
"http://www.okkam.org/oaie/restaurant2-Restaurant684","canoe","770-432-2663"
"http://www.okkam.org/oaie/restaurant2-Restaurant546","cafe blanc","310-888-0108"
"http://www.okkam.org/oaie/restaurant2-Restaurant681","bradshaw's restaurant","404-261-7015"
"http://www.okkam.org/oaie/restaurant2-Restaurant547","cassell's","213-480-8668"
"http://www.okkam.org/oaie/restaurant2-Restaurant400","imperial fez","404/351-0870"
"http://www.okkam.org/oaie/restaurant2-Restaurant682","brookhaven cafe","404-231-5907"
"http://www.okkam.org/oaie/restaurant2-Restaurant687","chops","404-262-2675"
"http://www.okkam.org/oaie/restaurant2-Restaurant688","chopstix","404-255-4868"
"http://www.okkam.org/oaie/restaurant2-Restaurant685","carey's","770-422-8042"
"http://www.okkam.org/oaie/restaurant2-Restaurant686","carey's corner","770-933-0909"
"http://www.okkam.org/oaie/restaurant2-Restaurant581","ocean park cafe","310-452-5728"
"http://www.okkam.org/oaie/restaurant2-Restaurant580","mulberry st.","818-906-8881"
"http://www.okkam.org/oaie/restaurant2-Restaurant436","center stage plaza hotel","702/386-2512"
"http://www.okkam.org/oaie/restaurant2-Restaurant531","zarzuela","415/346-0800"
"http://www.okkam.org/oaie/restaurant2-Restaurant571","langer's","213-483-8050"
"http://www.okkam.org/oaie/restaurant2-Restaurant437","circus circus","702/734-0410"
"http://www.okkam.org/oaie/restaurant2-Restaurant572","local nochol","818-706-7706"
"http://www.okkam.org/oaie/restaurant2-Restaurant532","zuni cafe & grill","415/552-2522"
"http://www.okkam.org/oaie/restaurant2-Restaurant438","empress court","702/731-7888"
"http://www.okkam.org/oaie/restaurant2-Restaurant573","main course  the","310-475-7564"
"http://www.okkam.org/oaie/restaurant2-Restaurant439","feast","702/367-2411"
"http://www.okkam.org/oaie/restaurant2-Restaurant534","apple pan  the","310-475-3585"
"http://www.okkam.org/oaie/restaurant2-Restaurant574","mani's bakery & espresso bar","213-938-8800"
"http://www.okkam.org/oaie/restaurant2-Restaurant575","martha's","310-376-7786"
"http://www.okkam.org/oaie/restaurant2-Restaurant576","maxwell's cafe","310-306-7829"
"http://www.okkam.org/oaie/restaurant2-Restaurant577","michael's (los angeles)","310-451-0843"
"http://www.okkam.org/oaie/restaurant2-Restaurant530","yoyo tsumami bistro","415/922-7788"
"http://www.okkam.org/oaie/restaurant2-Restaurant578","mishima","213-782-0181"
"http://www.okkam.org/oaie/restaurant2-Restaurant539","bernard's","213-612-1580"
"http://www.okkam.org/oaie/restaurant2-Restaurant579","mo better meatty meat","213-935-5280"
"http://www.okkam.org/oaie/restaurant2-Restaurant430","broiler","702/432-7777"
"http://www.okkam.org/oaie/restaurant2-Restaurant431","bugsy's diner","702/733-3111"
"http://www.okkam.org/oaie/restaurant2-Restaurant432","cafe michelle","702/735-8686"
"http://www.okkam.org/oaie/restaurant2-Restaurant535","asahi ramen","310-479-2231"
"http://www.okkam.org/oaie/restaurant2-Restaurant433","cafe roma","702/731-7547"
"http://www.okkam.org/oaie/restaurant2-Restaurant536","baja fresh","805-498-4049"
"http://www.okkam.org/oaie/restaurant2-Restaurant434","capozzoli's","702/731-5311"
"http://www.okkam.org/oaie/restaurant2-Restaurant537","belvedere  the","310-788-2306"
"http://www.okkam.org/oaie/restaurant2-Restaurant435","carnival world","702/252-7777"
"http://www.okkam.org/oaie/restaurant2-Restaurant538","benita's frites","310-458-2889"
"http://www.okkam.org/oaie/restaurant2-Restaurant570","la serenata de garibaldi","213-265-2887"
"http://www.okkam.org/oaie/restaurant2-Restaurant562","johnnie's pastrami","310-397-6654"
"http://www.okkam.org/oaie/restaurant2-Restaurant522","ton kiang","415/752-4440"
"http://www.okkam.org/oaie/restaurant2-Restaurant427","bertolini's","702/735-4663"
"http://www.okkam.org/oaie/restaurant2-Restaurant563","johnny reb's southern smokehouse","310-423-7327"
"http://www.okkam.org/oaie/restaurant2-Restaurant523","vertigo","415/433-7250"
"http://www.okkam.org/oaie/restaurant2-Restaurant428","binion's coffee shop","702/382-1600"
"http://www.okkam.org/oaie/restaurant2-Restaurant520","the heights","415/474-8890"
"http://www.okkam.org/oaie/restaurant2-Restaurant560","joe's","310-399-5811"
"http://www.okkam.org/oaie/restaurant2-Restaurant425","bamboo garden","702/871-3262"
"http://www.okkam.org/oaie/restaurant2-Restaurant521","thepin","415/863-9335"
"http://www.okkam.org/oaie/restaurant2-Restaurant561","john o'groats","310-204-0692"
"http://www.okkam.org/oaie/restaurant2-Restaurant426","battista's hole in the wall","702/732-1424"
"http://www.okkam.org/oaie/restaurant2-Restaurant566","kokomo cafe","213-933-0773"
"http://www.okkam.org/oaie/restaurant2-Restaurant567","koo koo roo","213-655-9045"
"http://www.okkam.org/oaie/restaurant2-Restaurant564","johnny rockets (la)","213-651-3361"
"http://www.okkam.org/oaie/restaurant2-Restaurant429","bistro","702/791-7111"
"http://www.okkam.org/oaie/restaurant2-Restaurant565","killer shrimp","818-508-1570"
"http://www.okkam.org/oaie/restaurant2-Restaurant420","sundown cafe","404/321-1118"
"http://www.okkam.org/oaie/restaurant2-Restaurant568","la cachette","310-470-4992"
"http://www.okkam.org/oaie/restaurant2-Restaurant528","yank sing","415/541-4949"
"http://www.okkam.org/oaie/restaurant2-Restaurant569","la salsa (la)","310-456-6299"
"http://www.okkam.org/oaie/restaurant2-Restaurant529","yaya cuisine","415/566-6966"
"http://www.okkam.org/oaie/restaurant2-Restaurant526","world wrapps","415/563-9727"
"http://www.okkam.org/oaie/restaurant2-Restaurant423","antonio's","702/252-7737"
"http://www.okkam.org/oaie/restaurant2-Restaurant527","wu kong","415/957-9300"
"http://www.okkam.org/oaie/restaurant2-Restaurant424","bally's big kitchen","702/739-4111"
"http://www.okkam.org/oaie/restaurant2-Restaurant524","vivande porta via","415/346-4430"
"http://www.okkam.org/oaie/restaurant2-Restaurant421","taste of new orleans","404/874-5535"
"http://www.okkam.org/oaie/restaurant2-Restaurant525","vivande ristorante","415/673-9245"
"http://www.okkam.org/oaie/restaurant2-Restaurant422","tomtom","404/264-1163"
